Tweet,Sentimen,Tweet Length
ada yg kecele terbuang dari lingkaran kabinet prabowo siapa dia awalnya mmelas kini mnjadi blunder mendepak karna janji surga ini politik bung belajarlah lebih matang soal watak politik bersanding dgn mnjadi hambar kan skarang,negatif,38
langkah cepat pak untuk menjalankan programprogram kerjanya beliau berharap hari pertama harus sudah tampak jelas jejakjejak kinerja kabinet merah putih apa konsekuensi bagi menteri yang tak mampu apakah ada sanksi tegas rakyat menanti hasil kerja pemerintah ,negatif,39
kabinet merah putih dinilai psi jadi solusi masalah kompleks di indonesia ,netral,13
 kabinet gemuk,negatif,3
wapres gibran hadir di sidang kabinet paripurna perdana di bawah presiden prabowo fokus pada hilirisasi swasembada pangan dan program makan bergizi ,netral,22
 entah kenapa masih menyangsikan dengan kabinet yg baru ini sdh kabinet gemuk dan terkesan bagi bagi jabatan beban apbn juga makin tinggi diisi pula sama orang yg blunder trs kerjaannya semoga tahun kedepan kita semua perekonomiannya membaik dan gak perlu cemas,negatif,43
 mentri yang paling guwa suka di kabinet jokowi hanya bu retno saja,negatif,13
 menegaskan kembali bahwa kabinet ini harus segera bekerja dengan baik dibutuhkan kekompakan termasuk juga dalam menyelesaikan permasalahan di lapangan sesuai dengan bidang dan domain masingmasing,positif,26
presiden pimpin rapat kabinet merah putih langsung tegesin gak kerja dgn bener copot nah pembantu mulyono byk nih di kabinet tinggal lihat bs patuh dan ikut arahan apa nggak kalo nggak ya copot reputasi terbaik mrk hancur seketika bukti presiden skr yg pegang kendali,negatif,44
 preketek selama masih ada mentri periode lalu yg terbukti menyengsarakan rakyat di kabinet sekarang gak akan percaya,negatif,18
selamat bertugas untuk bapak budi santoso selalu menteri perdagangan republik indonesia dalam kabinet merah putih di bawah kepemerintahan presiden republik indonesia bapak prabowo subianto salam dari pulau formosa ,netral,29
 kabinet baru berusia hari anda sudah bisa meramalkannya seakan akan kapten mulyono lebih hebat dari tony stark bro didu presiden tidak sebodoh yang anda kira seakan akan presiden dibawah perintah mantan presidenbiarkanlah mereka bermain civil war seperti avengers,negatif,41
blom hari ni anggota kabinet banyak yg absurd ya,negatif,10
 jangan senang dulu opung bisa jadi itu test bagi kabinet gemuk,negatif,12
prabowo subianto tekankan persatuan elit politik dan pengelolaan kekayaan bangsa di sidang kabinet perdana ,netral,15
 makanya kabinet gemuk biar asisten nya yg kerja yg jawab yg bikin laporan dll termasuk yg di salah in ,negatif,21
kalau kita liat susunan kabinet mentri hanya hitungan jari perempuan terpampang wajahwajah gagah saja kemana para perempuannya,negatif,17
terlihat wibawanya wajah bocil dalam sidang kabinet tatapan matanya tajam seperti mata elang ngikik malam ,negatif,16
prabowo di sidang kabinet tidak ada di antara kita yang punya tongkat nabi sulaiman ,netral,15
 nama kabinet merah putih dimaksud menggambarkan kabinet berjiwa nasionalis berisi menteri kepala badan wakil menteri jumlah menteri dan wakil menteri terlalu banyak mungkin lebih cocok pakai nama kabinet padat karyawan ,negatif,49
 tadi sempat tayang sampai waktu gol tapi habis itu langsung menghilang,netral,14
lho tadi di rapat kabinet bilang harus efisien tidak boleh rapat ini itu seminar ini itu lha ini,negatif,18
anggota kabinet yg bikin gaduh mulaik keliatan dan unjuk ketangkasan berkata kata,negatif,12
 belum sidang kabinet tapi udah kesana kemari seolah seperti presiden apa mau menunjukkan kalau beliau merasa lebih baik dari maruf amin,negatif,22
kirain guanlin jadi anggota kabinet merah putih ,netral,8
tanggapi kabinet gemoy adik prabowo jika bulan pertama kurang berdaya akan dievaluasi ,negatif,14
program hilirisasi kabinet merah putih prabowogibran ekonom sebut sektorsektor ini bisa jadi fokus awal ekonom dari pusat ekonomi makro dan keuangan brin menyarankan pemerintah kabinet merah putih prabowogibran agar berfokus dalam hilirisasi dalam ,netral,35
presiden prabowo ungkap alasan pembekalan menteri kabinet diadakan di akmil magelang ,netral,13
sandal slop glossy ala korea shopee presiden prabowo kabinet merah putih malam taro pigai hitthefloor t jirayut doraemon baru madrid rabu ,netral,27
 mencermati kabinet bentukan prabowo tepat kata soe hik gie prabowo itu terlalu naif lugu kekanak xan dan terlalu polos orang dgn sifat naif sering kali begitu percaya kpd orang di sekitarnya akan jatuh krn kenaifannya ,negatif,37
video menteri dan wamen kabinet tembus orang gaji melambung ,negatif,12
 tidak perlu koar tapi tiba ada dalam kabinet,negatif,9
presiden prabowo subianto mengingatkan jajaran menteri di kabinet merah putih tidak mementingkan urusan pribadi dalam menjalankan tugas ,netral,18
said didu kabinet merah putih dikendalikan jokowi bukan prabowo ,negatif,10
takut lihat kenyataan kenyataan kabinet baru ,negatif,6
 maksudnya dibalik luar dalam bukan atas bawah ,netral,10
sidang kabinet paripurna yang pertama kabinet merah putih ,netral,10
galaknya sih dapet ya tapi birokrasi seefisien apa yang bapak harapkan dari kabinet berisi kepala ,negatif,16
 cocok masuk dalam kabinet para penyamun,negatif,9
refly harun soal kabinet era jokowi periode pertama lebih baik dari prabowo ,negatif,13
 kemenag saat ini yg tersuram dari suramnya isi kabinet,negatif,10
 sebaliknya masa jabatan eksekutif yang tahun per periode perlu ditambah selama ini tahun pertama habis utk konsolidasi kabinet dan bulan terakhir habis utk tahun politik praktis masa kerja pemerintah hanya tersisa tahun periode,negatif,38
 sependapat mari kita lihat hari pertama kabinet prabowo mulyono fufufafa cari kerjanya tinggal hari lagi buat evaluasi dan nilai dibawah kah,negatif,25
 ini menteri baiknya di pecat aja pak akan jadi parasit di kabinet ,negatif,15
 saat pidato ke negaraan di pelantikan saya percaya dgn beliau dalam mengelola negara tapi setelah melihat menteri kabinet nya langsung pupus harap saya terhadap beliau dari ,negatif,31
 om ndons bilangin ke pak gemoy libas aja tuch orang si mulyono di kabinet parasit mrk tuch berani gak pak gemoy,negatif,32
prabowo ingatkan jajaran kabinet merah putih dukung penuh program makan bergizi ,netral,12
 apa namanya kabinet zakat sudah tentu bagi kueh kalau soal nilai lihatlah kenerja sebelum nya di era presiden jokowi dodo kereta cepat jakarta bandung membengkak bos ku sampai menggunakan apbn belum lagi ikn dong janji sudah bukak ofis di nusantara kenyataan nya,negatif,46
 kabinet gemuk ya gini melibatkan orang banyak makin banyak yg bikin blunder udah paling bener keep ur circle small,negatif,20
berdasarkan pp nomor tahun gaji pokok yang akan diterima mayor teddy sebagai sekretariat kabinet berkisar antara rp hingga ,netral,26
 ajak makan malam keluarga besar presiden dan kabinet itu masuk kategori apa om ,negatif,14
 tidak ada yg salah dg seskab teddy indra wijaya dalam mengingatkan para anggota kabinet supaya menggunakan jabatan sesuai ketentuan,positif,20
ya gini kalo pemilihan kabinet berbasis popularitas,negatif,7
kabinet merah putih kepolisian negara ri tidak lagi dibawah presiden tapi di bawah menkopulhukam seperti halnya tni benar gak nih ,negatif,21
ada satu hal yang menjadi perhatian saya pada video ini dan ini bukan tentang ir tapi logowordmark kabinet merah putih benar benar ngelanjutin stylenya indonesia maju ,netral,27
 gas terus kabinet merah putih ,positif,9
 dashboard kpikinerja anggota kabinet bs dipantau oleh publik jd tdk ada lgi penilain yg subjektif atau like or dislike tp smua punya parameter yg jlas sesuai dgn progress kpi tsb,netral,31
prabowo di rapat kabinet merah putih tidak ada yang kebal di sini kalau tidak mau kerja pecat saja prabowo ingatkan para menteri bekerja dgn giat demi rakyat kurangi rapat dan ceremonial kurangi study banding ke ln prabowo lakukan efisiensi ,negatif,41
pihak istana menyebut kegiatan pembekalan yang diikuti jajaran kabinet merah putih di akmil magelang merupakan bentuk kebersamaan bukan ospek atau militerisme ,netral,22
presiden prabowo ungkap alasan bawa menteri kabinet merah putih ke lembah tidar magelang ,netral,14
 ini yg namanya kabinet gagahgagahan demi balas jasa akhirnya anggaran negara remuk amp endingnya rakyat di palak dlm bentuk pajak,negatif,21
 kau bisa bedakan setmilpres sama sekretaris kabinet ,negatif,11
mulai saling mengunci kasus korupsi jaman mulyono nipunegoro mangkuputro,negatif,9
 goblok goblok anjing kabinet pd tolol semua,negatif,8
 kabinet gemoy apbn letoy,negatif,5
 nunggu arahan tugas tapi wara wiri kemana mana presiden sibuk ngurus kabinet sementara wapres sibuk pencitraan,negatif,17
 kabinet itu gemoy kalau semua rakyat jadi pejabat ,negatif,9
pengawalan amp kritik kabinet merah putih thn kedepan,negatif,9
segini gaji mayor teddy usai dilantik prabowo jadi sekretaris kabinet ,netral,11
 baru mudeng mayor teddydi angkat jd sekretaris kabinet gt y semoga bs mnguasai bid pkerjaan barunya dgn baik at least masiii tetap di bwh pengarahan om prabs sekpri kapolri di tarik jd pengawal presiden artinya itu calon jen di masa yad pecah bintang ntiii,negatif,47
kabinet merah putih mengemban misi menuju indonesia emas,positif,8
 kalau hal tsb bukannya sdh ada sekretariat negara dan kabinet ,netral,12
awokwokwokwok t pecat menteri prabowo kabinet merah putih pigai ,negatif,13
pengantar presiden subianto pada sidang kabinet paripurna di kantor presiden komplek istana kepresidenan jakarta oktober ,netral,21
 heeem kabinet penggerusan uang rakyat ,negatif,6
bisa saja hari masa kerja kabinet prabowo habis oleh kegiatan seremonial lontaklantik pejabat baru hingga kekhawatiran lambannya kabinet jumbo bisa saja terbukti,negatif,23
kuharap menterimenteri kabinet merah putih ini kedepannya jangan asbun ya sekalinya salah ngomong yakin bakal digoreng sampai akhir kabinet wkwk,negatif,20
untuk pertama kalinya presiden didampingi wakil presiden gibran rakabuming memimpin sidang kabinet paripurna bersama seluruh jajaran kabinet merah putih di kantor presiden jakarta rabu foto humas setkab rah ,netral,32
 ya gimana ya namanya juga kabinet omon ,negatif,9
apresiasi susunan kabinet merah putih komandan tkn fanta arief rosyid hasan prabowo mendorong orang muda sebagai kekuatan ,positif,18
 ya kan gamasuk kabinet manapun gmn si,negatif,8
 luar biasa kabinet ini bingung pun bisa mendapatkan engagement,negatif,10
kabinet gemuk prabowo tentu akan lebih memperpanjang jangkauan sehingga relatif semua program cepat tercapai tak masalah anggaran membengkak karena pak prabowo akan mengevaluasi kinerja para menterinya,negatif,26
dari kapan tahun di jaman dah berapa penegak hukum dan mentri yg ngomong begini apa hasilnya zonk apalagi sekelas kabinet balas budi macam begini buktikan deh kalau judi online akan tetap subur sampai tahun dari sekarang,negatif,38
 gw demen neh kabinet pancingan sedang berjalan sepertinya,negatif,9
justru koordinasikoordinasi seperti ini akan membuat kabinet baru mengetahui dan melanjutkan policy yang baik ke depannya kan citacitanya sama indonesia emas ujar menteri dody,positif,25
mengintip peran raffi ahmad di kabinet prabowo ajak masyarakat kolaborasi meski dibayangi kontroversi soal gelar doktornya ,positif,17
 dari kapan tahun di jaman dah berapa penegak hukum dan mentri yg ngomong begini apa hasilnya zonk apalagi sekelas kabinet balas budi macam begini buktikan deh kalau judi online akan tetap subur sampai tahun dari sekarang,negatif,39
 kacau sih ini kabinet anjir belum seminggu udah akh sudahlah,negatif,12
sobat nusantara pln nusantara power pln np ikut berkontribusi dalam menyukseskan pelantikan presiden dan wakil presiden serta kabinet merah putih republik indonesia terpilih yang berlangsung pada senin selasa oktober di jakarta ,netral,33
 bakal ada reshuffle terus bagus sih daripada kabinet gemuk gitu porsi harus dikurangi eh tapi malah jadi mirip parlementer soalnua ganti ganti terus wkwk,negatif,25
 wkwkwk yang bener tititfafa kali lu terlalu jauh berimajinasi dengan memakai narasi orang sangat jauh dan diluar nurul baru juga kerja ini kabinet juga udah ada yg bikin gaduh nikmatin dulu lah kasih ruang kudeta hadeehhh emang prabowo kurang pinter apa,negatif,43
jajarannya kabinet prabowo klo dijadiin masing satu kantor ruku di summarecon cukup kaga yak,negatif,14
perlengkapan tidur yg wajib kamu punya terlaris gt buku prabowo iran ibu supriyani israel baru pecat mentri kabinet fufufafa jokowi ,netral,32
full pidato presiden prabowo di rapat perdana kabinet merah putih program makan gratis dan birokrasi ,netral,20
percuma bapak teriak orang di kabinetmu itu loh kabinet balas budi dan campur tangan pak jokowi mereka hanya akan memanfaatkan kebijakan untuk diri dan golongan mereka sendiri bukan untuk kepentingan rakyatmu kita buktikan selama tahun kedepan,negatif,37
luhut binsar pandjaitan batal pensiun lanjutkan kontribusi di kabinet prabowo subianto ,netral,12
 menteri kabinet prabowo terkaya versi lhkpn nih guys ,netral,10
 emang apa hebat nya prabowo bikin kabinet dibantu jokowi padahal akhir masa jabatan tinggalkan beban utk rakyat banyak baca lah biar pinter dikit,negatif,26
biar kembali marwahnya bukan kabinet cengengesan ala mukidi,negatif,8
fadli zon ungkap prabowo bakal perdalam program rencana dan target kabinet merah putih di akmil magelang artikel ini telah tayang di dengan judul fadli zon ungkap prabowo bakal perdalam program rencana dan target kabinet merah putih di akmil,netral,39
 kabinet merah putih red alert ,negatif,10
 kakaknya jadi pusing lantaran adiknya gak masuk kabinet sementara hasil pansus di depan mata dan penjara menunggu ,negatif,20
menteri kabinet merah putih akan mendapatkan ospek yg dicanangkan oleh presiden republik indonesia prabowo subianto di akmil magelang meanwhile komdis ospek di akmil mana ikat pinggang nya ,negatif,28
sidang kabinet perdana prabowo tidak patuh dan tidak bekerja keras copot segera ,netral,13
 kabinet booby kartanegara masih kosong,netral,6
 kabinet periode ini sih pak,negatif,7
 benar mirip kabinet sibuk klarifikasi quo vadis indonesia ,negatif,12
prof stella christie akademisi hebat lulusan harvard dan guru besar di tsinghua university kini resmi menjabat sebagai wakil menteri pendidikan tinggi sains dan teknologi dalam kabinet merah putih ,positif,30
seru juga disuru tidur jam malem terus bangun jam subuh uda kaya kabinet merah putih,negatif,17
harapharap cemas menanti hari kinerja kabinet merah putih prabowogibran ,netral,11
kabinet prerogatif antara prabowo dan joe biden presiden sebagai kepala negara dan kepala pemerintahan punya hak prerogatif dalam mengangkat dan memberhentikan para menteri moch eksan pendiri eksan institute vini najwa shihab padang messi wwii sdit,netral,36
presiden prabowo subianto disebut turut memberi pengarahan soal ibu kota nusantara ikn saat retret kabinet merah putih di magelang jawa tengah dan sudah memiliki rencana akan merampungkan pembangunan ikn dalam tahun ,positif,36
kabinet prabowo haji isam dan harapan indonesia antikorupsi banyak aspek dan cara untuk mengkajinya izinkan saya menyorotinya dari sisi hukum tata negara dan prinsip antikorupsi denny indrayana exwamenkumham vini najwa shihab padang banda neira,netral,35
tb hasanuddin pembekalan kabinet merah putih yang sakral harus jadi sebuah ikhtiar ,netral,13
kata hasto soal tak adanya kader pdip di kabinet merah putih prabowo ,negatif,32
 dari kabinet sudah menjelaskan semuanya kok,negatif,7
 kabinet fufufafa kabinet wani piro ,negatif,8
kemenpan rb percepat langkah transisi kementrian negara kabinet merah putih menpan rb rini widyantini menargetkan penataan organisasi kabinet merah putih bisa selesai pada akhir november mendatang ten hag preman nikmir hybe vini mudryk manchester united ,netral,37
 cuman satu ganti wakilnya buang semua liyalis mulyono di kabinet yakin amamn dan sejahtrapoinya adalah berani engga,negatif,19
 isi kabinet kebanyakan penjilat daripada patriot,negatif,8
 gak cuma presiden aja yang peduli sama rakyat para menteri kabinet indonesia maju juga ikut antar semangat,positif,18
 tauketauke besar itu artinya oligarki mr anwar indonesia justru sarangnya di kabinet merah putih,negatif,16
 bener berani teriak kenceng bro skrg kabinet nmbh orang gmn bro dgn uang apbnitu ada mentri yg minta tmbhan t udah teriak kenceng blom loe bro,negatif,29
 terus dgn kabinet di tmbh pkai acara gt apa gk pkai uang apbn mnggaji orang gk pkai uang apbn rakyat mau di cekik dgn pajak yg tinggi gt,negatif,32
 anies gak di kabinet itu yowis ini prabowo fufufafa kalau udah seminggu aja ngawur begini sampe bilang aksi bukan pelanggaran ham gimana tahun kedepan ,negatif,28
tapi nilai plusnya emang benar pramono mengetahui seluruh informasi dan pembangunan selama menjadi sekretaris kabinet pengetahuan nya selama ini ketika memaparkan visi dan misi cukup menjadi perhatian sepertinya faktor inilah yang menaikan elektabilitas pramono not dari rkarno,positif,37
 mbl yg ada tetap dipki sdg yg tdk py mbl aj hemat anggaran ganti kabinet ganti mbltdk gt jg biasakan,negatif,21
cengkraman jokowi di kabinet prabowo tak berdaya mengusung tema keberlanjutan postur kabinet merah putih prabowo dipastikan tidak lepas dari bayangbayang joko widodo vini najwa shihab padang asupan banda neira,negatif,30
rocky gerung prediksi minggu prabowo lakukan reshuffle kabinet vini ,negatif,11
 makin banyak partai ri akan kembali ke kabinet syafrudin,negatif,10
dukung pemerintahan prabowogibran anas urbaningrum ingatkan kabinet gemuk bekerja untuk perbaiki hidup rakyat lewat ,positif,20
wah kaudua kali pulang duluan diacara rapat kabinet retreat akmil kok pulang duluan sdg pak presidennya msh disana ini benarkh aduhgibran kau wapres ri skrg kami rakyat butuh tuntunan dari kepemimpinanmu sbgai contoh ,negatif,36
kekayaan menteri di kabinet prabowo ,negatif,7
pemisahan kementerian desa pembangunan daerah tertinggal dgn kementerian transmigrasi di kabinet merah putih sebagai salah satu upaya pemerintahan prabowo gibran dlm mewujudkan peningkatan dlm sektor perekonomian ten hag hybe vini mudryk manchester united ,netral,37
 terserah mau pake duit negara mau pake duit pribadi yg penting berani gak depak fu fa amp bersihin kabinet dari org mulyono,negatif,22
kemenpanrb percepat langkah transisi kementerian negara kabinet merah putih guna menjaga keberlangsungan pelaksanaan tugas dan fungsi sumber daya manusia aset anggaran ten hag preman nikmir hybe vini mudryk manchester united ,netral,33
dipimpin luhut ini tugas dewan ekonomi nasional di kabinet merah putih prabowogibran ,netral,13
 cuma kata penyembah anies aja langsung bikin sakit hati dan tantrum ngapain repot cari kata lain saat kabinet prabowo gemuk aja gua lantang nyuarakan itu bagi bagi kue diplatform lain selain x apalagi cuma kritik kebijakan ntar,negatif,42
murid ri kini no dri negara terburuk dunia menteri dikdas kabinet merah putih pres p haji jenderal tni ad prabowo subianto bin soemitro djojohadikoesoemo berniat naik ranking pisa pakai maksiber makan siang bergizi in sya allah ,negatif,40
 pejabat biasa pidato berapiapi berantas korupsi tapi sulit menghentikan pelaku korup jadi nanti kita lihat mulai dari kabinet merah putih hingga kepala desa,negatif,24
 sebenarnya prabowo dan gerindra lagi gencargencarnya promosikan kader kadernya kader gerindra seperti menlu sugiono dan wamen taufik hidayat sekarang lagi coba disorot byk pihak agar nantinya kader gerinda ini lah yang bersinar di kabinet,negatif,35
 gak sanggup bentar lagi gue didaftarin di kabinet merah putih,negatif,11
satu lagi yg akan bikin kabinet merah putih ternoda ,negatif,10
 yg hening kalian rakyat tdk puas dg komposisi kabinet yg ktnya zaken tp isinya l keberlanjutan yg hrsnya tdk dilanjutkan menyusahkan rakyat pidato presiden yg lama itu inkonsistensi tak sesuai dg fakta sngt mengecewakan rakyat tp sdhlah kalian kan penguasa suka nya sj,negatif,43
untung gak ada kader pdip di kabinet merah putih ,negatif,12
baru dilantik menteri dan anggota kabinet prabowo tuai kontroversi ,negatif,11
anggota kabinet siap gunakan maung sebagai kendaraan dinas jika diperintahkan presiden ,netral,14
menteri atr kepala bpn nusron wahid dan wakil menteri atrwakil kepala bpn ossy dermawan telah tiba di magelang jawa tengah untuk mengikuti rapat kerja dan retreat magelang kegiatan ini ialah kegiatan pertama kabinet merah putih di luar istana negara ,netral,40
 harusnya pak tdk jdikn budi gunawan menteri karena pdip menyangkl masuk kabinet,negatif,14
 terlalu bodoh pak kalo sampai ga tau ada agenda di balik mentri titipan sy yakin beliau menyadari banyak kepentingan dalam kabinet bentukannya kita lihat dan tunggu kedepannya ada gerakan apa yang kita khawatirkan kalo itu memang agenda bersama,negatif,41
anggota kabinet siap pakai mobil maung jika ada perintah presiden ,netral,11
 dibumbui militerisasi parpol dikumpulin kabinet dibengkakin agar tdk ada oposisi yg demo mengkritisi dibubarin apa benar demikian berdemokrasi lima tahun kedepan,negatif,23
kabinet merah putih mengikuti retreat di akademi magelang jawa tengah selama tiga hari ,netral,15
 selagi pak prabowo masih ikut atau tunduk caracara pemerintahan jokowi dulu dan sebagian kabinet nya jokowi masih ikut ngatur pemerintahan prabowo sy yakin gak akan terwujud membela rakyat korban psn pik kita sangatlah berharap pak prabowo memenuhi janjijanji dlm kampanyenya,negatif,42
aku suka action seperti initanpa ada seremonial langsung ke tkp sat set team work itu para anggota tim melaksanakan apa yang telah disepakati sukses selalu kabinet merah putih ,positif,29
ketika anggota kabinet merah putih siap pakai maung jika diperintahkan prabowo ,netral,13
 gw gak bilang kalau anies bakal bawa gue ke surga toh juga ini kagak ada urusannya ama anies baru juga seminggu pemerintahan prabowo dan fufufafa udah red flag anies mana di kabinet situ ,negatif,35
 negara kita memang aneh setiap ganti kabinet ganti mobil mewah mempertanyakan apakah mobil sebelumya masih layak atau tdk itu bukan menjelekkan hutang sudah parah harus di ingatkan ke pemerintah,negatif,30
halo presiden ri prabowo subianto telah melaksanakan sidang kabinet paripurna pertama bersama para menteri kabinet merah putih dalam sidang tersebut presiden menyebutkan beberapa poin penting yang harus dijalankan untuk mewujudkan pembangunan nasional ,netral,34
 ex kabinet sebelumnya perlu di waspadai adanya gerakan diluar komando presiden ,negatif,14
populer nasional cerita para menteri digembleng di akmil retret kabinet dibiayai uang prabowo ,positif,16
 rakyat ga boleh berpendapat beliau khan presiden biarlah nanti setelah itu dibawa ke rapat kabinet anda lucu mau produk masa lalu tp ini adalah persoalan yg berkaitan dgn sdm dan visi imdonesia emas anda kok mengatur pak agar tidak urusi hal ini,positif,48
pejabat di kabinet merah putih periode harus menggunakan mobil dinas buatan produk dalam negeri hal itu merupakan instruksi dari presiden prabowo subianto dan mulai berlaku minggu depan ,netral,30
 sayang sekali ibu tidak masuk kabinet merah putih tum,negatif,11
 tapi liat gimana prabowo sekarang emang nunjukin milih prabowo itu sama milih jokowi kabinet gemuk kritik di bungkam raffi ahmad sama mifta jadi pejabat setara mentri mentrimemtrinya banyak yg problematik,negatif,35
tidak mudah sebagaimana kata mantan penasehat kpk bahwa kabinet prabowo korup kecuali prabowo punya political will untuk mengesahkannya,negatif,19
 saya kmrn sempat membayangkan berapa uang rakyat dipakai utk acr di akmil krn ternyata pakai uang pribadi pak prabowo ok lah have a fun selamat bekerja buat kabinet merah putih,positif,32
presiden prabowo ajak pejabat kabinet merah putih menggunakan mobil buatan pindad ,positif,12
 ya iyalah ganti pak bikin resah kabinet tuh orang,negatif,10
cen bukan kabinet biasa,positif,4
siskaeee terjerat kasus prngrapi di dakwa tahun penjara viral full album kabinet prabowo gibran kompaknomaju bersama indonesia raya langsung gasss kerja cepattt seungkwan ,netral,29
struktur organisasi kementerian ditarget selesai november penataan organisasi kementerian dan pengisian jabatan merupakan prioritas pada hari pertama kabinet merah putih jakarta pembahasan seluruh struktur organisasi kementerian ,netral,30
 bersih keknya nih byk yg kena ott dr kepala desa sampe yg di kabinet,positif,15
 pemerintahan kalangan islam tidak sama disebutnya sbg kabinet masyumi meski waperdamnya masyumi perdana menterinya bung hatta di kabinet masyumi hanya orang krn msh sistem parlementer masyumi meski no pemilu tp tdk mayoritas parlemen,negatif,38
sudah ada kabar lucu apa saja dari kabinet wowofufu ,negatif,10
 yaiyalah ketummu dan anaknya nongkrong di kabinet,negatif,8
 video keren kabinet merah putih ,positif,7
 kabinet digembleng ,negatif,4
 kerja kompak kabinet ,positif,5
 kompak selalu kabinet pragib ,positif,6
 kabinet merah putih ini beneran deh progresnya bikin bangga,negatif,10
 dah ga ada harga dirinya dimata kabinet nya sendiri,negatif,11
kerja keras kabinet merah putih bikin kita makin optimis dengan masa depan indonesia,positif,13
 usul mumpung kabinet baru jalan unt dikdasmen mohon kurikulum pendidikan sekarang juga tekankan budi pekerti guna lahirkan generasi yg santun selain kepintarannya demi kekayaan bangsa terimakasih,netral,28
 terima kasih kabinet merah putih pertumbuhan ekonomi indonesia terjaga stabil,positif,11
 apakah ada program bagi hal itu di acara konsolidasi kabinet mp dan apakah atas kordinasi persetujuan presiden publik berpikir amp menduga kok tak seperti keinginan ps soal timing place and condition tdk pas,negatif,34
pusing banget baca twitter baca berita tentang kabinet baru ya allah degdegan banget bikin anxiety,negatif,15
 pak gembleng kabinet dengan istilah retreat biasanya istilah retreat ini digunakan umat kristiani untuk introspeksi dan pembinaan iman serta prilaku hidup seseorang tapi retreat yang ini menampilkan menu makanan dan joget disaat banyaknya buruh industri di phk,negatif,40
 publik akan melihat semua yg diucap anggota kabinet second setelah hari kerja termasuk presiden in all aspects,negatif,19
hybe nih kyknya sama kabinet merah putih setannya ya,negatif,10
kolaborasi antara pln dan akmil berjalan dengan baik dalam memastikan kelancaran pasokan listrik saat gelaran retreat kabinet ,netral,19
pt pln persero turut menyukseskan rangkaian retreat kabinet merah putih yang diinisiasi oleh presiden prabowo subianto di akademi militer ,netral,21
pak jangan terlalu pede lah bs kendalikan fufufafa dn para anggota kabinet sekarangada macam watak hewan disana yg tetap lapar tp sangat kenyang seblmnyawaspadai cengkeraman jokowi yg siap menampung hasil pecatan di partai projo ,negatif,35
 program untuk persatuan dan kerja sama kabinet yang sulit tidak berhasil,negatif,12
tbtb retreat kabinet,negatif,3
 kabinet merah putih serius dalam penanganan isuisu sosial banyak yang terbantu,positif,12
pln sukses amankan listrik secara berlapis pada retreat kabinet merah putih di magelang sangat luar biasa ,positif,18
biaya pembekalan kabinet merah putih uang pribadi prabowo tak ada super man yang ada super team ,netral,17
 pak ntar klu masih ada anggota kabinet yg mengeluh soal anggaran kurang suruh pulang saja ya pak,negatif,19
suplai listrik pun berjalan lancar sehingga agenda retreat kabinet merah putih berlangsung khidmat dan semua tamu undangan dapat merasakan kenyamanan selama berada di kota magelang ,positif,27
 yg perlu ditelusuri siapa kontraktor yg ketiban rejeki mengimpor itu ssangyong rexton buat bahan itu mobil pindad saangyong kan gak ada atpmnya di indonesia kan gurih tu duitnya mobil buat kabinet gemuk,negatif,33
 tapi dengan kabinet obesitas seperti sekarang ini saya skeptis dan akan tetap skeptis sampai melihat hasil performance kabinet obesitas ini,negatif,22
 isunya masuk kabinet merah putih wamen kemenpora,negatif,8
 pertahankan pak solid kejujuran kalau ada salah yach akui salah jgn cari pembenaran buat kabinet ini bersih tanpa korupsi amp tuntaskan kasus korupsi pada masa lalu yg masih menggantung,negatif,30
dukung penuh agenda retreat kabinet merah putih pln hadirkan pengamanan kelistrikan empat lapis di magelang agar acara berjalan lancar dari awal hingga penutupan sc ,netral,27
retreat kabinet merah putih di akmil magelang berjalan sukses dengan dukungan kelistrikan pln suplai listrik aman berkat pengamanan empat lapis sc ,positif,24
 pelaporan tugas penasihat khusus presiden dikoordinasikan dengan sekretaris kabinet,netral,10
presiden prabowo subianto inisiasi retreat kabinet merah putih pln dukung sepenuhnya dengan koordinasi dan pengamanan kelistrikan optimal hingga acara berjalan lancar sc ,positif,25
retreat kabinet merah putih aman terkendali berkat pengamanan listrik empat lapis dari pln dukungan penuh untuk kelancaran acara kenegaraan di magelang sc ,positif,25
pln jamin suplai listrik andal untuk retreat kabinet merah putih di magelang mendukung penuh agenda kenegaraan dengan pengamanan listrik empat lapis sc ,positif,25
retreat kabinet merah putih sukses terlaksana di akmil magelang pln hadirkan pengamanan kelistrikan optimal agar seluruh kegiatan berjalan mulus hingga hari penutupan sc ,positif,26
 banyak pengangguran di luar sana malah retret kabinet,negatif,17
pastikan kelancaran agenda kenegaraan pln terapkan pengamanan listrik empat lapis dan koordinasi erat demi suksesnya retreat kabinet merah putih di magelang sc ,positif,25
retreat kabinet merah putih di akmil magelang berjalan tanpa kendala pln hadirkan dukungan kelistrikan berlapis demi kelancaran acara yang diinisiasi presiden prabowo sc ,positif,26
pln dukung suksesnya retreat kabinet merah putih di akmil magelang dengan pengamanan kelistrikan empat lapis pln pastikan agenda kenegaraan berjalan lancar hingga penutupan sc ,positif,27
 iya review kabinet baru,netral,5
 misal nih bukan pengguna apakah pantes pulang duluan di acara rapat kabinet iki waprese sopo to jane ki ancokkk,negatif,20
