Tweet,Sentimen,Tweet Length,Tokenized
 baru kali ini liat ruang rapat kabinet seluas ini,negatif,10,"['kali', 'ruang', 'rapat', 'kabinet', 'seluas']"
presiden prabowo tekankan kerja sama tim dan efisiensi dalam sidang kabinet paripurna perdana ,negatif,14,"['presiden', 'prabowo', 'tekankan', 'kerja', 'tim', 'efisiensi', 'sidang', 'kabinet', 'paripurna', 'perdana']"
instruksi presiden prabowo untuk tni polri kejagung di sidang kabinet ,negatif,11,"['instruksi', 'presiden', 'prabowo', 'tni', 'polri', 'kejagung', 'sidang', 'kabinet']"
prabowo gelar sidang kabinet wapres cek makan bergizi pembekalan akmil magelang top news ,positif,13,"['prabowo', 'gelar', 'sidang', 'kabinet', 'wapres', 'cek', 'makan', 'bergizi', 'pembekalan', 'akmil', 'magelang', 'top', 'news']"
 kmren di kabinet ngapain aja takut sama mulyono ,negatif,11,"['kmren', 'kabinet', 'ngapain', 'takut', 'mulyono']"
 sy dah posting msalh inidari isu kabinet berikut nama jd topik media gada respon positif dari pasar mungkin pasar senin iya boomerang ,negatif,23,"['sy', 'posting', 'msalh', 'inidari', 'isu', 'kabinet', 'nama', 'topik', 'media', 'gada', 'respon', 'positif', 'pasar', 'pasar', 'senin', 'iya', 'boomerang']"
 indonesia di bawah kendali israel dibrezim jkw maja tak heran imam istiqlal umar dan abu janda permadi adalah titipan loby yahudi lewat jkw agar diveri jabatan di kabinet prabowo,negatif,30,"['indonesia', 'kendali', 'israel', 'dibrezim', 'maja', 'heran', 'imam', 'istiqlal', 'umar', 'abu', 'janda', 'permadi', 'titipan', 'loby', 'yahudi', 'diveri', 'jabatan', 'kabinet', 'prabowo']"
 kabinet merah putih langsung tancap gas buat wujudkan janji kampanye prabowogibran,positif,20,"['kabinet', 'merah', 'putih', 'langsung', 'tancap', 'gas', 'wujudkan', 'janji', 'kampanye', 'prabowogibran']"
 kabinet merah putih udah siap wujudkan program hari kerja,positif,15,"['kabinet', 'merah', 'putih', 'udah', 'wujudkan', 'program', 'kerja']"
 jika permintaan nya diluluskan tuan presiden kementerian lain juga melakukan hal yang sama maka habislah apbn untuk kabinet super gemoy dan indonesia good bye,negatif,26,"['permintaan', 'nya', 'diluluskan', 'tuan', 'presiden', 'kementerian', 'habislah', 'apbn', 'kabinet', 'super', 'gemoy', 'indonesia', 'good', 'bye']"
kasihan banget mepet mepet ke prabowo namun kadernya gak ada yg masuk kabinet prabowo pantesan koq gak ada suaranya ,negatif,23,"['kasihan', 'banget', 'mepet', 'mepet', 'prabowo', 'kadernya', 'gak', 'masuk', 'kabinet', 'prabowo', 'pantesan', 'koq', 'gak', 'suaranya']"
 arahan di rapat efisiensi anggaran kenyataannya di bentuk kabnet gemuk banyak wamen staf khusus utusan presiden staf ahli alokasi anggaran membengkan pasti yg banyak belanja pegawai anggaran program untuk rakyat kurang ,negatif,34,"['arahan', 'rapat', 'efisiensi', 'anggaran', 'kenyataannya', 'bentuk', 'kabnet', 'gemuk', 'wamen', 'staf', 'khusus', 'utusan', 'presiden', 'staf', 'ahli', 'alokasi', 'anggaran', 'membengkan', 'belanja', 'pegawai', 'anggaran', 'program', 'rakyat']"
apakah pakar yg di negeri ini terutama yg ada di juga serta tidak berpikir untuk membuat nomenklaturnya yg pasti kabinet ini akan tidak efektifampefisien ,negatif,28,"['pakar', 'negeri', 'berpikir', 'nomenklaturnya', 'kabinet', 'efektifampefisien']"
blakblakan jadi begini isi kabinet merah putih via ,negatif,11,"['blakblakan', 'isi', 'kabinet', 'merah', 'putih', 'via']"
 kabinet aja orang efisiensi mana atuh ,negatif,9,"['kabinet', 'orang', 'efisiensi', 'atuh']"
 jadi setiap bulan akan ada orang kaya baru yg diangkat dikasih limit bulan harus kaya setelah itu gantian dengan yg lain pantesan kabinet banyak dan yg diangkat sesukanya apakah ini kabinet bagi kekayaan maksudnya,negatif,37,"['orang', 'kaya', 'diangkat', 'dikasih', 'limit', 'kaya', 'gantian', 'pantesan', 'kabinet', 'diangkat', 'sesukanya', 'kabinet', 'kekayaan', 'maksudnya']"
menyoroti hasil rapat paripurna kabinet merah putih pertama yang membahas generasi emas pada sore ini talk pengamat politik dan kebijakan publik universitas andalas sumbar prof dr asrinaldi streaming ,netral,33,"['menyoroti', 'hasil', 'rapat', 'paripurna', 'kabinet', 'merah', 'putih', 'membahas', 'generasi', 'emas', 'sore', 'talk', 'pengamat', 'politik', 'kebijakan', 'publik', 'universitas', 'andalas', 'sumbar', 'prof', 'asrinaldi', 'streaming']"
cool darimananya sih untuk semua orangorang yang dipasang di kabinet ini lebih baik jangan kagum terlalu dini,negatif,17,"['cool', 'darimananya', 'orangorang', 'dipasang', 'kabinet', 'kagum']"
 kabinet baru udah siap jalankan programprogram yang dijanjikan,positif,18,"['kabinet', 'udah', 'jalankan', 'programprogram', 'dijanjikan']"
 acara kebudayaan aja itu kakk guanlin jdi representative sutradara termuda katanyaaaa tp vibesnya kyk kabinet merah putih bgt wkwkwkkw,negatif,20,"['acara', 'kebudayaan', 'kakk', 'guanlin', 'jdi', 'representative', 'sutradara', 'termuda', 'katanyaaaa', 'vibesnya', 'kyk', 'kabinet', 'merah', 'putih', 'wkwkwkkw']"
 akmil magelang jadi tempat penyamaan visi misi kabinet baru biar program lancar,positif,17,"['akmil', 'magelang', 'penyamaan', 'visi', 'misi', 'kabinet', 'biar', 'program', 'lancar']"
saifuddin nasution sewaktu berada dalam kabinet dr mahathir sebagai menteri kpdhep buat kerja sungguhsungguh dia boleh je manage isu harga barang beras tak hilang tang kabinet anwar ibrahim kelaut sama jawatan pm lain kalau ketua hauk hauk la orang bawahan nya,netral,42,"['saifuddin', 'nasution', 'kabinet', 'mahathir', 'menteri', 'kpdhep', 'kerja', 'sungguhsungguh', 'je', 'manage', 'isu', 'harga', 'barang', 'beras', 'hilang', 'tang', 'kabinet', 'anwar', 'ibrahim', 'kelaut', 'jawatan', 'pm', 'ketua', 'hauk', 'hauk', 'la', 'orang', 'bawahan', 'nya']"
 kabinet merah putih udah siap buat jalanin program hari kerja yang solid,positif,21,"['kabinet', 'merah', 'putih', 'udah', 'jalanin', 'program', 'kerja', 'solid']"
 lucu banged tweet ini hahahhahah pak isi kabinet kaya nyari tmn eluh aja dah masuk kagak ada org lg hahahhahha,negatif,22,"['lucu', 'banged', 'tweet', 'hahahhahah', 'isi', 'kabinet', 'kaya', 'nyari', 'tmn', 'eluh', 'masuk', 'kagak', 'org', 'lg', 'hahahhahha']"
prabowo soal kabinet merah putih di sidang perdana jumlah ini saya sadari tergolong besar ,netral,15,"['prabowo', 'kabinet', 'merah', 'putih', 'sidang', 'perdana', 'sadari', 'tergolong']"
dipimpin prabowo ini suasana sidang perdana kabinet merah putih di istana ,netral,12,"['dipimpin', 'prabowo', 'suasana', 'sidang', 'perdana', 'kabinet', 'merah', 'putih', 'istana']"
 kenapa km anti militer coba jawab liat background presiden saat ini ini gaya kepemimpinan terserah presiden lah bagaimana cara mereka menggembleng pasukan kabinet nya feel on field mereka di brainstorm untuk bertindak secara luhur apa yg mereka lakukan harus untuk negara,negatif,44,"['km', 'anti', 'militer', 'coba', 'background', 'presiden', 'gaya', 'kepemimpinan', 'terserah', 'presiden', 'menggembleng', 'pasukan', 'kabinet', 'nya', 'feel', 'on', 'field', 'brainstorm', 'bertindak', 'luhur', 'lakukan', 'negara']"
 kabinet merah putih siap gaspol wujudkan janji kampanye rakyat siap lihat perubahan nyata,positif,18,"['kabinet', 'merah', 'putih', 'gaspol', 'wujudkan', 'janji', 'kampanye', 'rakyat', 'lihat', 'perubahan', 'nyata']"
padahal di rapat kabinet beliau bilang hindari kegiatan yang sifatnya seremonial ,negatif,11,"['rapat', 'kabinet', 'beliau', 'bilang', 'hindari', 'kegiatan', 'sifatnya', 'seremonial']"
yandri dikritik pedas rocky gerung seluruh menteri kabinet merah putih diperingatkan mayor teddy ,positif,14,"['yandri', 'dikritik', 'pedas', 'rocky', 'gerung', 'menteri', 'kabinet', 'merah', 'putih', 'diperingatkan', 'mayor', 'teddy']"
demi memenuhi hawa nafsu mulyono rupiahpun dibiarkan ambruk kabinet ga pakai otak,negatif,12,"['memenuhi', 'hawa', 'nafsu', 'mulyono', 'rupiahpun', 'dibiarkan', 'ambruk', 'kabinet', 'pakai', 'otak']"
 kabinet liar,negatif,4,"['kabinet', 'liar']"
sekarang kita bisa tahu apa yg disampaikan presiden dalam rapat kabinet terima kasih dan sukses selalu,positif,16,"['presiden', 'rapat', 'kabinet', 'terima', 'kasih', 'sukses']"
nilai tukar rupiah anjlok usai pelantikan menteri prabowo analis sebut karena kabinet gemuk ,negatif,15,"['nilai', 'tukar', 'rupiah', 'anjlok', 'pelantikan', 'menteri', 'prabowo', 'analis', 'kabinet', 'gemuk']"
 anjir lengah dikit tiba jd mentri kabinet merah putih,negatif,10,"['anjir', 'lengah', 'dikit', 'mentri', 'kabinet', 'merah', 'putih']"
kabinet gemuk dikhawatirkan hambat koordinasi antarkementerian ,negatif,7,"['kabinet', 'gemuk', 'dikhawatirkan', 'hambat', 'koordinasi', 'antarkementerian']"
prabowo pimpin sidang perdana kabinet merah putih ,netral,9,"['prabowo', 'pimpin', 'sidang', 'perdana', 'kabinet', 'merah', 'putih']"
 sidang kabinet perdana aja baru tadi udah nge gas duluan,negatif,11,"['sidang', 'kabinet', 'perdana', 'udah', 'nge', 'gas', 'duluan']"
 menteri koperasi budi arie setiadi menyampaikan bahwa sekretaris kabinet seskab mayor teddy indra wijaya telah mengingatkan seluruh menteri di kabinet merah putih untuk lebih berhatihati dalam penggunaan kop surat kementerian dan tanda tangan menteri,netral,35,"['menteri', 'koperasi', 'arie', 'setiadi', 'sekretaris', 'kabinet', 'seskab', 'mayor', 'teddy', 'indra', 'wijaya', 'menteri', 'kabinet', 'merah', 'putih', 'berhatihati', 'penggunaan', 'kop', 'surat', 'kementerian', 'tanda', 'tangan', 'menteri']"
 kabinet kerja kerja kerja pt ,netral,6,"['kabinet', 'kerja', 'kerja', 'kerja', 'pt']"
menyoal zaken kabinet dengan wibawa presiden demisoner ,negatif,9,"['menyoal', 'zaken', 'kabinet', 'wibawa', 'presiden', 'demisoner']"
prabowo ke kabinet merah putih seremonial sarasehan hingga ke luar negeri mohon dikurangi ,positif,14,"['prabowo', 'kabinet', 'merah', 'putih', 'seremonial', 'sarasehan', 'negeri', 'mohon', 'dikurangi']"
full arahan presiden prabowo di sidang perdana kabinet merah putih ke menterikepala badan ,positif,15,"['full', 'arahan', 'presiden', 'prabowo', 'sidang', 'perdana', 'kabinet', 'merah', 'putih', 'menterikepala', 'badan']"
rapat kabinet perdana ada bahas ikngk sih,negatif,7,"['rapat', 'kabinet', 'perdana', 'bahas', 'ikngk']"
 hari blunder kabinet merah putih lesgoooooo ,negatif,9,"['blunder', 'kabinet', 'merah', 'putih', 'lesgoooooo']"
 curiga ptha masuk kabinet,negatif,5,"['curiga', 'ptha', 'masuk', 'kabinet']"
kelakar betul sebab dr sam yg aku rasa one of a potential leader takde dalam kabinet bayangan gelap pn,netral,19,"['kelakar', 'sam', 'one', 'of', 'a', 'potential', 'leader', 'takde', 'kabinet', 'bayangan', 'gelap', 'pn']"
kl aku dukung apa aku bakal masuk kabinet p prabowo ,negatif,11,"['kl', 'dukung', 'masuk', 'kabinet', 'p', 'prabowo']"
prabowo presiden perintahkan para menteri kabinet merah putih susun tim kerja yang baik ,positif,14,"['prabowo', 'presiden', 'perintahkan', 'menteri', 'kabinet', 'merah', 'putih', 'susun', 'tim', 'kerja']"
anindya bakrie nilai kabinet merah putih cerminkan keberlanjutan ,positif,9,"['anindya', 'bakrie', 'nilai', 'kabinet', 'merah', 'putih', 'cerminkan', 'keberlanjutan']"
 para menteri baru dilantik sdh pada oper emting minta tambahan anggaran menyalahgunakan wewenang rame amat kabinet merah putih ini pada lucu lucu ,negatif,26,"['menteri', 'dilantik', 'oper', 'emting', 'tambahan', 'anggaran', 'menyalahgunakan', 'wewenang', 'rame', 'kabinet', 'merah', 'putih', 'lucu', 'lucu']"
 siap kawal terus kabinet merah putih,netral,7,"['kawal', 'kabinet', 'merah', 'putih']"
 kalau kedepannya ada reshuffle kabinet harusnya menteri baru harus mengikuti pembinaan di tidar juga bagus ini untuk menanamkan semangat bela negara,positif,22,"['kedepannya', 'reshuffle', 'kabinet', 'menteri', 'mengikuti', 'pembinaan', 'tidar', 'bagus', 'menanamkan', 'semangat', 'bela', 'negara']"
 budaya kita korup dunia tahu itu dan sebagian besar mentri kabinet gemoy tersandera kasus korupsi,negatif,16,"['budaya', 'korup', 'dunia', 'mentri', 'kabinet', 'gemoy', 'tersandera', 'korupsi']"
 seharusnya kementerian hukum amp ham tetap jadi kementerian dan sudah benar imigrasi yang dipisahkan kabinet ini benar kabinet pemborosan anggaran untuk hal yang gak manfaat hanya untuk bagi jatah kekuasaan,negatif,32,"['kementerian', 'hukum', 'amp', 'ham', 'kementerian', 'imigrasi', 'dipisahkan', 'kabinet', 'kabinet', 'pemborosan', 'anggaran', 'gak', 'manfaat', 'jatah', 'kekuasaan']"
 ada gebrakan apa nih kira kira di kabinet pak prabowo,netral,11,"['gebrakan', 'kabinet', 'prabowo']"
selamat bekerja kabinet merah putih jangan kecewakan kami atas kepercayaan ini semoga sila ke lima juga bisa ditegakkan kembali ,netral,20,"['selamat', 'kabinet', 'merah', 'putih', 'kecewakan', 'kepercayaan', 'semoga', 'sila', 'ditegakkan']"
 yang mengendali kabinet merah putih bukan saya om si jokowi dan luhut,negatif,13,"['mengendali', 'kabinet', 'merah', 'putih', 'om', 'jokowi', 'luhut']"
hebatsayangnya nnt pak terjebak mengurusi bgt banyak pembantu nya di kabinetsementara fufufafa mulai tancapkan pencitraan skenario nya sgt rapi pengerahan buzzerp baru di semua medsos yg propagandakan ffff ht pak prbw emosi fisik nya mmg distimulasi utk drop,negatif,40,"['hebatsayangnya', 'nnt', 'terjebak', 'mengurusi', 'pembantu', 'nya', 'kabinetsementara', 'tancapkan', 'pencitraan', 'skenario', 'nya', 'sgt', 'rapi', 'pengerahan', 'buzzerp', 'medsos', 'propagandakan', 'ffff', 'ht', 'prbw', 'emosi', 'fisik', 'nya', 'mmg', 'distimulasi', 'drop']"
semoga saja tidak yh kita doakan kabinet baru ini,netral,9,"['semoga', 'yh', 'doakan', 'kabinet']"
thread rekap blunder kabinet ongoing untill okt yusril ihza blg gaada pelanggaran ham okt kop surat kemendes okt mentri ham minta t,negatif,23,"['thread', 'rekap', 'blunder', 'kabinet', 'ongoing', 'untill', 'okt', 'yusril', 'ihza', 'blg', 'gaada', 'pelanggaran', 'ham', 'okt', 'kop', 'surat', 'kemendes', 'okt', 'mentri', 'ham', 't']"
kalo aku masuk kabinet indonesia kira kira cocoknya dimana ya,netral,10,"['kalo', 'masuk', 'kabinet', 'indonesia', 'cocoknya', 'dimana']"
 thanks supportnya laut nanti jadi sekretaris kabinet ya,negatif,9,"['thanks', 'supportnya', 'laut', 'sekretaris', 'kabinet']"
 gaskeun kabinet merah putih,positif,5,"['gaskeun', 'kabinet', 'merah', 'putih']"
 lebih ribet kabinet belio,negatif,5,"['ribet', 'kabinet', 'belio']"
 instansi strategi yang dipimpin orangnya jokowi masih dipakai harusnya ganti biar fress kabinet yg baru g orang gagal yg menimbulkan kegaduhan masih dipakai jadi menteri kalau bilang indonesia ini besar yang pasti generasi yang potensial juga besar di indonesia ini,negatif,41,"['instansi', 'strategi', 'dipimpin', 'orangnya', 'jokowi', 'dipakai', 'ganti', 'biar', 'fress', 'kabinet', 'g', 'orang', 'gagal', 'menimbulkan', 'kegaduhan', 'dipakai', 'menteri', 'bilang', 'indonesia', 'generasi', 'potensial', 'indonesia']"
kabinet pak gemoy katanya obesitas ,negatif,5,"['kabinet', 'gemoy', 'obesitas']"
prabowo larang ada proyek mercusuar di kabinet merah putih ,negatif,14,"['prabowo', 'larang', 'proyek', 'mercusuar', 'kabinet', 'merah', 'putih']"
 nice kabinet merah putih,positif,5,"['nice', 'kabinet', 'merah', 'putih']"
ini kabinet siapaa sih jadwalnya jelek bgt lebih jelek dari tahun lalu ,negatif,12,"['kabinet', 'siapaa', 'jadwalnya', 'jelek', 'jelek']"
 indonesia menghadapi hal hal yang berat semoga dengan adanya kabinet ini semua bisa berjalan dengan baik,negatif,17,"['indonesia', 'menghadapi', 'berat', 'semoga', 'kabinet', 'berjalan']"
rapat kabinet paripurna perdana sore tadi dipimpin langsung oleh presiden dan wapres arahan presiden begitu jelas persatuan adalah sumber keberhasilan suatu bangsa selain itu presiden juga menekankan pentingnya pengelolaan kekayaan alam untuk ,negatif,36,"['rapat', 'kabinet', 'paripurna', 'perdana', 'sore', 'dipimpin', 'langsung', 'presiden', 'wapres', 'arahan', 'presiden', 'persatuan', 'sumber', 'keberhasilan', 'bangsa', 'presiden', 'menekankan', 'pengelolaan', 'kekayaan', 'alam']"
presiden ri prabowo subianto resmi melantik jajaran menteri kabinet merah putih di istana negara jakarta pada lalu dari menteri yang ,netral,23,"['presiden', 'prabowo', 'subianto', 'resmi', 'melantik', 'jajaran', 'menteri', 'kabinet', 'merah', 'putih', 'istana', 'negara', 'jakarta', 'menteri']"
 kalau didu masuk kabinet termasuk kategori yg mana apakah juru omon omon,negatif,13,"['didu', 'masuk', 'kabinet', 'kategori', 'juru', 'omon', 'omon']"
 mantap pokoknya kabinet merah putih ini,positif,7,"['mantap', 'pokoknya', 'kabinet', 'merah', 'putih']"
diawal masa kerja kehebohan anggota kabinet minta anggaran t satu lagi urusan pribadi pake kop surat dinashe he,negatif,20,"['diawal', 'kerja', 'kehebohan', 'anggota', 'kabinet', 'anggaran', 't', 'urusan', 'pribadi', 'kop', 'surat', 'dinashe', 'he']"
jirlah mending kabinet lius bong ke manamana,negatif,7,"['jirlah', 'mending', 'kabinet', 'lius', 'bong', 'manamana']"
 gua mau daftarin dia jd anggota kabinet wowo biarin,negatif,11,"['daftarin', 'anggota', 'kabinet', 'wowo', 'biarin']"
 anggota kabinet bukan tapi banyak omong,negatif,7,"['anggota', 'kabinet', 'omong']"
 apalagi tantangan ke depan semakin berat kerja kabinet harus maksimal,netral,11,"['tantangan', 'berat', 'kerja', 'kabinet', 'maksimal']"
mantan menteri sekretaris kabinet itu setidaknya terdapat tiga hal yang diutamakan olehnya untuk warga jakarta ,netral,16,"['mantan', 'menteri', 'sekretaris', 'kabinet', 'diutamakan', 'warga', 'jakarta']"
di kabinet pks mana ya,negatif,5,"['kabinet', 'pks']"
sore ini rabu saya mengikuti sidang kabinet paripurna yang dipimpin presiden ri prabowo subianto dan wapres ri gibran rakabuming raka di istana negara jakarta ,netral,26,"['sore', 'rabu', 'mengikuti', 'sidang', 'kabinet', 'paripurna', 'dipimpin', 'presiden', 'prabowo', 'subianto', 'wapres', 'gibran', 'rakabuming', 'raka', 'istana', 'negara', 'jakarta']"
besok kabinet merah putih bikin gebrakan apa lagi ya,negatif,9,"['besok', 'kabinet', 'merah', 'putih', 'bikin', 'gebrakan']"
video ahy jadi nostalgia saat pembekalan kabinet di akmil magelang ,netral,12,"['video', 'ahy', 'nostalgia', 'pembekalan', 'kabinet', 'akmil', 'magelang']"
 kabinet penuh kkn,negatif,4,"['kabinet', 'penuh', 'kkn']"
 ya ya ya betul yang tinggal persen lagi biar bapak gibran yang selesai gak usah gadoh ada di kabinet sekarang,negatif,25,"['tinggal', 'persen', 'biar', 'gibran', 'selesai', 'gak', 'gadoh', 'kabinet']"
 saya koq yakin om wowo lupa nama menteri dan jabatannya kecuali baca saking tambunnya kabinet yuk korupsi lagi ,negatif,19,"['koq', 'om', 'wowo', 'lupa', 'nama', 'menteri', 'jabatannya', 'kecuali', 'baca', 'saking', 'tambunnya', 'kabinet', 'yuk', 'korupsi']"
 kan sudah di info dasco punya peran penting dalam penyusunan kabinet buncit termasuk hasim ,negatif,15,"['info', 'dasco', 'peran', 'penyusunan', 'kabinet', 'buncit', 'hasim']"
 kok bs,negatif,3,[]
cak imin sebut tak ada pembahasan ikn di rapat perdana kabinet prabowo enggak dilanjutkan ,positif,15,"['cak', 'imin', 'pembahasan', 'ikn', 'rapat', 'perdana', 'kabinet', 'prabowo', 'dilanjutkan']"
kabinet saling sandra kayak gini biasanya gak bertahan lama ya gak sih ,negatif,13,"['kabinet', 'sandra', 'kayak', 'gak', 'bertahan', 'gak']"
ikut rapat kabinet perdana kel hahaha oke mau se hectic apapun itu harus tetep jaga kondisi yes btw cantiqnya kebangetan sampe bikin si ga mampu berkatakata ,netral,29,"['rapat', 'kabinet', 'perdana', 'kel', 'hahaha', 'oke', 'hectic', 'apapun', 'tetep', 'jaga', 'kondisi', 'yes', 'btw', 'cantiqnya', 'kebangetan', 'sampe', 'bikin', 'berkatakata']"
 komposisi kabinet saya rasa sudah pas begini sihh,positif,9,"['komposisi', 'kabinet', 'pas', 'sihh']"
 menyampaikan perintah presiden ri pak prabowo subianto pertama presiden pak prabowo menyampaikan terimakasih karena sudah mau beliau di kabinet merah putih kedua meminta agar pekerja yg ada di luar negeri tidak di eksploitasi ,positif,36,"['perintah', 'presiden', 'prabowo', 'subianto', 'presiden', 'prabowo', 'terimakasih', 'beliau', 'kabinet', 'merah', 'putih', 'pekerja', 'negeri', 'eksploitasi']"
 kabinet yg dibentuk berantakan kalian dan anies yg cara pikirnya berantakan,negatif,12,"['kabinet', 'dibentuk', 'berantakan', 'anies', 'pikirnya', 'berantakan']"
camarda baru nobita t traveling vini menteri pecat polisi kabinet merah putih suswono wagub warteg ui luruskan hoaks ,negatif,27,"['camarda', 'nobita', 't', 'traveling', 'vini', 'menteri', 'pecat', 'polisi', 'kabinet', 'merah', 'putih', 'suswono', 'wagub', 'warteg', 'ui', 'luruskan', 'hoaks']"
maaf banget baru ngeh sama keseluruhan struktur kabinet merah putihnya pak wowo sad banget bu retno udh gajadi menlu but i ll be always respect for her and team because their action when walk out from rapat pbb for stand palestine waktu itu,negatif,43,"['maaf', 'banget', 'ngeh', 'struktur', 'kabinet', 'merah', 'putihnya', 'wowo', 'sad', 'banget', 'bu', 'retno', 'gajadi', 'menlu', 'but', 'i', 'll', 'be', 'always', 'respect', 'for', 'her', 'and', 'team', 'because', 'their', 'action', 'when', 'walk', 'out', 'from', 'rapat', 'pbb', 'for', 'stand', 'palestine']"
rapat kabinet menteri pororo nanti lokasinya akan menyewa ballroom gedung yg biasa dipakai buat pesta resepsi pernikahan biar muat ceunah info a ,negatif,22,"['rapat', 'kabinet', 'menteri', 'pororo', 'lokasinya', 'menyewa', 'ballroom', 'gedung', 'dipakai', 'pesta', 'resepsi', 'pernikahan', 'biar', 'muat', 'ceunah', 'info', 'a']"
 bapak bikin kabinet gendut juga jd beban apbn dan masyarakat lo pak,negatif,13,"['bikin', 'kabinet', 'gendut', 'beban', 'apbn', 'masyarakat', 'lo']"
pimpin sidang kabinet paripurna perdana presiden tekankan pentingnya persatuan nasional dan kedaulatan bangsa serta akan ada pembekalan menteri di magelang jawa tengah ,positif,24,"['pimpin', 'sidang', 'kabinet', 'paripurna', 'perdana', 'presiden', 'tekankan', 'persatuan', 'nasional', 'kedaulatan', 'bangsa', 'pembekalan', 'menteri', 'magelang', 'jawa']"
 dlm rpt kabinet td ada ksh pertanyaan ga sm fufufafa cak ,negatif,12,"['rpt', 'kabinet', 'td', 'ksh', 'sm', 'cak']"
 gak bisa ndut duit gue ngepas buat bayar pajak ndut kan kabinet lu gendut ndut,negatif,16,"['gak', 'ndut', 'duit', 'ngepas', 'bayar', 'pajak', 'ndut', 'kabinet', 'gendut', 'ndut']"
rapat perdana kabinet merah putih prabowo minta menteri bekerja seperti total football ,netral,14,"['rapat', 'perdana', 'kabinet', 'merah', 'putih', 'prabowo', 'menteri', 'total', 'football']"
komandan tkn fanta arief rosyid hasan apresiasi prabowo sebagai negarawan sejati yang libatkan generasi muda dalam kabinet merah putih ,positif,20,"['komandan', 'tkn', 'fanta', 'arief', 'rosyid', 'hasan', 'apresiasi', 'prabowo', 'negarawan', 'sejati', 'libatkan', 'generasi', 'muda', 'kabinet', 'merah', 'putih']"
prabowogibran bakal boyong kabinet merah putih ke akmil magelang selama hari ,netral,13,"['prabowogibran', 'boyong', 'kabinet', 'merah', 'putih', 'akmil', 'magelang']"
dua kata lucu kabinet gemoy ,negatif,6,"['lucu', 'kabinet', 'gemoy']"
analis politik jokowi pengendali kabinet merah putih ,negatif,8,"['analis', 'politik', 'jokowi', 'pengendali', 'kabinet', 'merah', 'putih']"
sekretaris kabinet seskab mayor teddy indra wijaya memperingatkan seluruh kabinet merah putih agar berhatihati dalam menggunakan kop surat dan tanda tangan ,netral,22,"['sekretaris', 'kabinet', 'seskab', 'mayor', 'teddy', 'indra', 'wijaya', 'memperingatkan', 'kabinet', 'merah', 'putih', 'berhatihati', 'kop', 'surat', 'tanda', 'tangan']"
prabowo subianto lantik menteri dan wakil menteri kabinet merah putih ,netral,11,"['prabowo', 'subianto', 'lantik', 'menteri', 'wakil', 'menteri', 'kabinet', 'merah', 'putih']"
 prabowo sangat ngawur di kabinet nya asal comot aja,negatif,10,"['prabowo', 'ngawur', 'kabinet', 'nya', 'comot']"
beratampterjal nasib ridwan kamil dipentas politik nasional dia icon orang sunda yg meniti karir politik dgn identitas etnis yg kental bertarung di jakarta dlm kemasan parpol yg rusak bak simalakama keresahan tdk masuk kabinet mnyurutkan kader militan u berjuang,negatif,40,"['beratampterjal', 'nasib', 'ridwan', 'kamil', 'dipentas', 'politik', 'nasional', 'icon', 'orang', 'sunda', 'meniti', 'karir', 'politik', 'identitas', 'etnis', 'kental', 'bertarung', 'jakarta', 'kemasan', 'parpol', 'rusak', 'bak', 'simalakama', 'keresahan', 'masuk', 'kabinet', 'mnyurutkan', 'kader', 'militan', 'u', 'berjuang']"
dlm politik derajat ekspektasi itu hrs dirumuskan berulang kadar kawan lawan bahkan terselubung bagai bunglon hrs jdi standar dewan syuro hasan nasbi diyakini jdi pemanas didepaknya gerbong syaiku aboe bakar dari kabinet prabowo mungkin kurang jilatan sperti babeh haikal,negatif,39,"['politik', 'derajat', 'ekspektasi', 'hrs', 'dirumuskan', 'berulang', 'kadar', 'kawan', 'lawan', 'terselubung', 'bunglon', 'hrs', 'jdi', 'standar', 'dewan', 'syuro', 'hasan', 'nasbi', 'diyakini', 'jdi', 'pemanas', 'didepaknya', 'gerbong', 'syaiku', 'aboe', 'bakar', 'kabinet', 'prabowo', 'jilatan', 'sperti', 'babeh', 'haikal']"
ada yg kecele terbuang dari lingkaran kabinet prabowo siapa dia awalnya mmelas kini mnjadi blunder mendepak karna janji surga ini politik bung belajarlah lebih matang soal watak politik bersanding dgn mnjadi hambar kan skarang,negatif,38,"['kecele', 'terbuang', 'lingkaran', 'kabinet', 'prabowo', 'mmelas', 'mnjadi', 'blunder', 'mendepak', 'karna', 'janji', 'surga', 'politik', 'belajarlah', 'matang', 'watak', 'politik', 'bersanding', 'mnjadi', 'hambar', 'skarang']"
langkah cepat pak untuk menjalankan programprogram kerjanya beliau berharap hari pertama harus sudah tampak jelas jejakjejak kinerja kabinet merah putih apa konsekuensi bagi menteri yang tak mampu apakah ada sanksi tegas rakyat menanti hasil kerja pemerintah ,negatif,39,"['langkah', 'cepat', 'menjalankan', 'programprogram', 'kerjanya', 'beliau', 'berharap', 'jejakjejak', 'kinerja', 'kabinet', 'merah', 'putih', 'konsekuensi', 'menteri', 'sanksi', 'rakyat', 'hasil', 'kerja', 'pemerintah']"
kabinet merah putih dinilai psi jadi solusi masalah kompleks di indonesia ,netral,13,"['kabinet', 'merah', 'putih', 'dinilai', 'psi', 'solusi', 'kompleks', 'indonesia']"
 kabinet gemuk,negatif,3,"['kabinet', 'gemuk']"
