Tweet,Sentimen,Tweet Length
 Kabinet yg dibentuk berantakan Kalian dan anies yg cara pikirnya berantakan,negatif,12
Camarda Baru 2 Nobita 20 T Traveling Vini Menteri Pecat Polisi Kabinet Merah Putih suswono wagub warteg UI Luruskan Hoaks       ,negatif,27
Maaf banget baru ngeh sama keseluruhan struktur kabinet merah putihnya pak wowo Sad banget bu Retno udh gajadi menlu but i ll be always respect for her and team because their action when walk out From rapat pbb for stand palestine waktu itu,negatif,43
Rapat kabinet menteri Pororo nanti lokasinya akan menyewa Ballroom gedung yg biasa dipakai buat pesta resepsi pernikahan biar muat ceunah Info A4 ,negatif,22
 Bapak bikin kabinet gendut juga jd beban APBN dan masyarakat lo pak,negatif,13
Pimpin Sidang Kabinet Paripurna Perdana Presiden  tekankan pentingnya persatuan nasional dan kedaulatan bangsa serta akan ada pembekalan menteri di Magelang Jawa Tengah ,positif,24
 Dlm rpt kabinet td ada ksh pertanyaan ga sm fufufafa cak ,negatif,12
 Gak bisa Ndut Duit gue ngepas buat bayar pajak Ndut Kan kabinet lu gendut Ndut,negatif,16
Rapat Perdana Kabinet Merah Putih Prabowo Minta Menteri Bekerja Seperti Total Football  ,netral,14
Komandan TKN Fanta Arief Rosyid Hasan Apresiasi Prabowo sebagai Negarawan Sejati yang Libatkan Generasi Muda dalam Kabinet Merah Putih ,positif,20
PrabowoGibran Bakal Boyong Kabinet Merah Putih ke Akmil Magelang Selama 3 Hari ,netral,13
Dua kata lucu  Kabinet Gemoy ,negatif,6
Analis Politik Jokowi Pengendali Kabinet Merah Putih ,negatif,8
SEKRETARIS Kabinet Seskab Mayor Teddy Indra Wijaya memperingatkan seluruh Kabinet Merah Putih agar berhatihati dalam menggunakan kop surat dan tanda tangan ,netral,22
Prabowo Subianto Lantik Menteri dan Wakil Menteri Kabinet Merah Putih ,netral,11
 Prabowo sangat ngawur di kabinet nya asal comot aja,negatif,10
Beratampterjal nasib Ridwan Kamil dipentas politik nasional Dia icon orang Sunda yg meniti karir politik dgn identitas etnis yg kental Bertarung di Jakarta dlm kemasan parpol yg rusak bak simalakama Keresahan  tdk masuk kabinet mnyurutkan kader militan u berjuang,negatif,40
Dlm politik derajat ekspektasi itu hrs dirumuskan berulang Kadar kawan lawan bahkan terselubung bagai bunglon hrs jdi standar dewan syuro Hasan Nasbi diyakini jdi pemanas didepaknya gerbong Syaiku Aboe Bakar dari kabinet Prabowo Mungkin kurang jilatan sperti Babeh Haikal,negatif,39
Ada yg kecele Terbuang dari lingkaran kabinet Prabowo Siapa dia  Awalnya mmelas kini mnjadi blunder Mendepak  karna janji surga  Ini politik bung Belajarlah lebih matang soal watak politik Bersanding dgn  mnjadi hambar kan skarang,negatif,38
Langkah cepat Pak  untuk menjalankan programprogram kerjanya Beliau berharap 100 hari pertama harus sudah tampak jelas jejakjejak kinerja kabinet Merah Putih Apa konsekuensi bagi Menteri yang tak mampu Apakah ada sanksi tegas Rakyat menanti hasil kerja Pemerintah ,negatif,39
Kabinet Merah Putih Dinilai PSI Jadi Solusi Masalah Kompleks di Indonesia  ,netral,13
 Kabinet gemuk,negatif,3
Wapres Gibran hadir di Sidang Kabinet Paripurna perdana di bawah Presiden Prabowo Fokus pada hilirisasi swasembada pangan dan program makan bergizi ,netral,22
 Entah kenapa masih menyangsikan dengan kabinet yg baru ini Sdh kabinet gemuk dan terkesan bagi bagi jabatan beban APBN juga makin tinggi diisi pula sama orang yg blunder trs kerjaannya Semoga 5 tahun kedepan kita semua perekonomiannya membaik dan gak perlu cemas,negatif,43
 Mentri yang paling guwa suka di kabinet Jokowi hanya bU Retno saja,negatif,13
 menegaskan kembali bahwa Kabinet ini harus segera bekerja dengan baik Dibutuhkan kekompakan termasuk juga dalam menyelesaikan permasalahan di lapangan sesuai dengan bidang dan domain masingmasing,positif,26
Presiden pimpin rapat kabinet merah putih langsung tegesin gak kerja dgn bener copot Nah pembantu mulyono byk nih di kabinet tinggal lihat bs patuh dan ikut arahan apa nggak Kalo nggak ya copot Reputasi terbaik mrk hancur seketika Bukti presiden skr yg pegang kendali,negatif,44
 Preketek selama masih ada Mentri2 periode lalu yg terbukti menyengsarakan rakyat di kabinet sekarang gak akan percaya,negatif,18
Selamat Bertugas untuk Bapak Budi Santoso selalu Menteri Perdagangan Republik Indonesia dalam Kabinet Merah Putih di bawah Kepemerintahan Presiden Republik Indonesia Bapak Prabowo Subianto Salam dari Pulau Formosa ,netral,29
 Kabinet baru berusia 2 hari anda sudah bisa meramalkannya Seakan akan kapten Mulyono lebih hebat dari Tony Stark  Bro didu presiden tidak sebodoh yang anda kira Seakan akan presiden dibawah perintah mantan presidenbiarkanlah mereka bermain civil war seperti Avengers,negatif,41
blom 100 hari ni anggota kabinet banyak yg absurd ya,negatif,10
 Jangan senang dulu opung Bisa jadi itu TEST bagi kabinet gemuk,negatif,12
Prabowo Subianto Tekankan Persatuan Elit Politik dan Pengelolaan Kekayaan Bangsa di Sidang Kabinet Perdana ,netral,15
 makanya kabinet gemuk biar asisten nya yg kerja yg jawab yg bikin laporan dll termasuk yg di salah in ,negatif,21
Kalau kita liat susunan kabinet mentri hanya hitungan jari perempuan Terpampang wajahwajah gagah saja Kemana para perempuannya,negatif,17
Terlihat wibawanya wajah bocil dalam sidang kabinet Tatapan matanya tajam seperti mata elang Ngikik malam ,negatif,16
Prabowo di Sidang Kabinet Tidak Ada di Antara Kita yang Punya Tongkat Nabi Sulaiman ,netral,15
              NAMA Kabinet MERAH PUTIH dimaksud menggambarkan Kabinet BERJIWA NASIONALIS berisi 48 menteri 5 kepala badan 56 wakil menteri Jumlah menteri dan wakil menteri terlalu banyak Mungkin lebih cocok pakai nama Kabinet PADAT KARYAWAN  ,negatif,49
   Tadi sempat tayang sampai waktu gol tapi habis itu langsung menghilang,netral,14
Lho tadi di rapat kabinet bilang harus efisien tidak boleh rapat ini itu seminar ini itu Lha ini,negatif,18
Anggota kabinet yg bikin gaduh mulaik keliatan dan unjuk ketangkasan berkata kata,negatif,12
 Belum sidang kabinet tapi udah kesana kemari seolah2 seperti presiden Apa mau menunjukkan kalau beliau merasa lebih baik dari Maruf Amin,negatif,22
Kirain guanlin jadi anggota kabinet merah putih ,netral,8
Tanggapi Kabinet Gemoy Adik Prabowo Jika 6 Bulan Pertama Kurang Berdaya Akan Dievaluasi ,negatif,14
Program Hilirisasi Kabinet Merah Putih PrabowoGibran Ekonom Sebut Sektorsektor Ini Bisa Jadi Fokus Awal Ekonom dari Pusat Ekonomi Makro dan Keuangan BRIN menyarankan pemerintah Kabinet Merah Putih PrabowoGibran agar berfokus dalam hilirisasi dalam  ,netral,35
Presiden Prabowo Ungkap Alasan Pembekalan Menteri Kabinet Diadakan di Akmil Magelang  ,netral,13
Sandal slop glossy ala korea   Shopee Presiden Prabowo Kabinet Merah Putih Malam Taro Pigai HitTheFloor 20 T Jirayut Doraemon baru 2 madrid Rabu  ,netral,27
 Mencermati kabinet bentukan prabowo tepat kata Soe Hik Gie prabowo itu terlalu naif Lugu kekanak2xan dan terlalu polos Orang dgn sifat naif sering kali begitu percaya kpd orang di sekitarnya akan jatuh krn kenaifannya  ,negatif,37
Video Menteri dan Wamen Kabinet Tembus 103 Orang Gaji Melambung 81 ,negatif,12
 tidak perlu koar2 tapi tiba2 ada dalam kabinet,negatif,9
PRESIDEN Prabowo Subianto mengingatkan jajaran menteri di Kabinet Merah Putih tidak mementingkan urusan pribadi dalam menjalankan tugas ,netral,18
Said Didu Kabinet Merah Putih Dikendalikan Jokowi Bukan Prabowo ,negatif,10
Takut lihat kenyataan kenyataan kabinet baru ,negatif,6
   Maksudnya dibalik luar dalam bukan atas bawah ,netral,10
Sidang Kabinet Paripurna Yang Pertama  Kabinet Merah Putih ,netral,10
galaknya sih dapet ya tapi birokrasi seefisien apa yang bapak harapkan dari kabinet berisi 100 kepala ,negatif,16
   Cocok masuk dalam kabinet para Penyamun,negatif,9
Refly Harun Soal Kabinet Era Jokowi Periode Pertama Lebih Baik dari Prabowo ,negatif,13
 Kemenag saat ini yg tersuram dari suramnya isi kabinet,negatif,10
 Sebaliknya masa jabatan eksekutif yang 5 tahun per periode perlu ditambah Selama ini tahun pertama habis utk konsolidasi kabinet dan 12 bulan terakhir habis utk tahun politik Praktis masa kerja pemerintah hanya tersisa 3 tahun  periode,negatif,38
 Sependapat Mari kita lihat 100 hari pertama kabinet Prabowo Mulyono fufufafa cari kerjanya tinggal 97 hari lagi buat evaluasi dan nilai dibawah 11 kah,negatif,25
 Ini menteri baiknya di PECAT aja pak  akan jadi parasit di kabinet ,negatif,15
  Saat pidato ke negaraan di pelantikan saya 100 percaya dgn beliau dalam mengelola negara Tapi setelah melihat menteri kabinet nya langsung pupus harap saya terhadap beliau 11 dari 100,negatif,31
          Om ndons bilangin ke pak gemoy libas aja tuch orang 2 si mulyono di kabinet parasit mrk tuch berani gak pak gemoy,negatif,32
Prabowo Ingatkan Jajaran Kabinet Merah Putih Dukung Penuh Program Makan Bergizi ,netral,12
  Apa namanya Kabinet zakat  Sudah tentu bagi2 kueh kalau soal Nilai lihatlah kenerja sebelum nya di era presiden Jokowi dodo kereta cepat jakarta bandung Membengkak Bos ku sampai Menggunakan APBN belum lagi IKN Dong Janji 2024 Sudah Bukak Ofis di Nusantara kenyataan nya,negatif,46
 Kabinet gemuk ya gini Melibatkan orang banyak makin banyak yg bikin blunder Udah paling bener keep ur circle small,negatif,20
Berdasarkan PP Nomor 5 Tahun 2024 gaji pokok yang akan diterima Mayor Teddy sebagai Sekretariat Kabinet berkisar antara Rp 3426900 hingga 6114500    ,netral,26
 Ajak makan malam keluarga besar presiden dan kabinet itu masuk kategori apa Om ,negatif,14
 Tidak ada yg salah dg Seskab Teddy Indra Wijaya dalam mengingatkan para anggota kabinet supaya menggunakan jabatan sesuai ketentuan,positif,20
Ya gini kalo pemilihan kabinet berbasis popularitas,negatif,7
Kabinet Merah Putih Kepolisian Negara RI tidak lagi dibawah Presiden tapi di bawah Menkopulhukam seperti halnya TNI Benar gak nih ,negatif,21
Ada satu hal yang menjadi perhatian saya pada video ini dan ini bukan tentang IR Tapi logowordmark Kabinet Merah Putih Benar benar ngelanjutin stylenya Indonesia Maju ,netral,27
   Gas terus Kabinet Merah Putih ,positif,9
 Dashboard kpikinerja anggota kabinet bs dipantau oleh publik Jd tdk ada lgi penilain yg subjektif atau like or dislike Tp smua punya parameter yg jlas sesuai dgn progress kpi tsb,netral,31
Prabowo Di Rapat Kabinet Merah Putih  Tidak Ada Yang KEBAL di Sini Kalau Tidak Mau Kerja PECAT SAJA Prabowo ingatkan Para Menteri Bekerja dgn Giat demi Rakyat kurangi rapat dan Ceremonial kurangi study banding ke LN Prabowo lakukan EFISIENSI ,negatif,41
Pihak Istana menyebut kegiatan pembekalan yang diikuti jajaran Kabinet Merah Putih di Akmil Magelang merupakan bentuk kebersamaan bukan ospek atau militerisme ,netral,22
Presiden Prabowo ungkap alasan bawa Menteri Kabinet Merah Putih ke Lembah Tidar Magelang ,netral,14
 Ini yg namanya kabinet gagahgagahan demi balas jasa akhirnya anggaran negara remuk amp endingnya rakyat di palak dlm bentuk pajak,negatif,21
   Kau bisa bedakan setmilpres sama sekretaris kabinet ,negatif,11
mulai saling mengunci kasus korupsi jaman Mulyono nipunegoro mangkuputro,negatif,9
 goblok goblok anjing kabinet pd tolol semua,negatif,8
 Kabinet Gemoy APBN letoy,negatif,5
 Nunggu arahan tugas tapi wara wiri kemana mana presiden sibuk ngurus kabinet sementara wapres sibuk pencitraan,negatif,17
 Kabinet itu gemoy kalau semua rakyat jadi pejabat ,negatif,9
pengawalan amp kritik kabinet merah putih 5 thn kedepan,negatif,9
Segini Gaji Mayor Teddy Usai Dilantik Prabowo Jadi Sekretaris Kabinet ,netral,11
  Baru mudeng Mayor Teddydi angkat jd Sekretaris Kabinet gt y Semoga bs mnguasai bid pkerjaan barunya dgn baik At least masiii tetap di bwh pengarahan om Prabs Sekpri Kapolri di tarik jd pengawal Presiden Artinya itu calon Jen2 di masa yad pecah bintang 1 ntiii,negatif,47
Kabinet Merah Putih mengemban misi menuju Indonesia Emas,positif,8
  Kalau hal2 tsb bukannya sdh ada sekretariat negara dan kabinet ,netral,12
awokwokwokwok   20 T Pecat Menteri Prabowo Kabinet Merah Putih Pigai ,negatif,13
Pengantar Presiden  Subianto pada Sidang Kabinet Paripurna di Kantor Presiden Komplek Istana Kepresidenan Jakarta 23 Oktober 2024   ,netral,21
 Heeem kabinet PENGGERUSAN UANG RAKYAT ,negatif,6
Bisa saja 100 hari masa kerja kabinet Prabowo habis oleh kegiatan seremonial lontaklantik pejabat baru hingga kekhawatiran lambannya kabinet jumbo bisa saja terbukti,negatif,23
kuharap menterimenteri kabinet merah putih ini kedepannya jangan asbun ya sekalinya salah ngomong yakin bakal digoreng sampai akhir kabinet wkwk,negatif,20
Untuk pertama kalinya Presiden  didampingi Wakil Presiden Gibran Rakabuming memimpin Sidang Kabinet Paripurna bersama seluruh jajaran Kabinet Merah Putih di Kantor Presiden Jakarta Rabu 23102024  Foto Humas Setkab RAH ,netral,32
  ya gimana ya namanya juga kabinet omon ,negatif,9
Apresiasi Susunan Kabinet Merah Putih Komandan TKN Fanta Arief Rosyid Hasan Prabowo Mendorong Orang Muda Sebagai Kekuatan ,positif,18
 ya kan gamasuk kabinet manapun gmn si,negatif,8
 Luar biasa kabinet ini Bingung pun bisa mendapatkan engagement,negatif,10
Kabinet gemuk Prabowo tentu akan lebih memperpanjang jangkauan sehingga relatif semua program cepat tercapai tak masalah anggaran membengkak karena Pak Prabowo akan mengevaluasi kinerja para menterinya,negatif,26
Dari kapan tahun di jaman  dah berapa penegak hukum dan mentri yg ngomong begini apa hasilnya Zonk Apalagi sekelas kabinet balas budi macam begini Buktikan deh kalau judi online akan tetap subur sampai 20 tahun dari sekarang,negatif,38
 Gw demen neh kabinet pancingan sedang berjalan sepertinya,negatif,9
Justru koordinasikoordinasi seperti ini akan membuat kabinet baru mengetahui dan melanjutkan policy yang baik ke depannya Kan citacitanya sama Indonesia Emas 2045 ujar Menteri Dody,positif,25
Mengintip Peran Raffi Ahmad di Kabinet Prabowo Ajak Masyarakat Kolaborasi Meski Dibayangi Kontroversi Soal Gelar Doktornya ,positif,17
 Dari kapan tahun di jaman  dah berapa penegak hukum dan mentri yg ngomong begini apa hasilnya Zonk Apalagi sekelas kabinet balas budi macam begini Buktikan deh kalau judi online akan tetap subur sampai 20 tahun dari sekarang,negatif,39
 kacau sih ini kabinet anjir belum seminggu udah  akh sudahlah,negatif,12
Sobat Nusantara PLN Nusantara Power PLN NP ikut berkontribusi dalam menyukseskan pelantikan Presiden dan Wakil Presiden serta Kabinet Merah Putih Republik Indonesia terpilih yang berlangsung pada Senin Selasa 2021 Oktober di Jakarta ,netral,33
 Bakal ada reshuffle terus bagus sih daripada kabinet gemuk gitu porsi harus dikurangi Eh tapi malah jadi mirip parlementer soalnua ganti ganti terus wkwk,negatif,25
  Wkwkwk Yang bener tititfafa kali Lu terlalu jauh berimajinasi dengan memakai narasi orang Sangat jauh dan diluar nurul baru juga kerja ini kabinet Juga udah ada yg bikin gaduh Nikmatin dulu lah kasih ruang Kudeta Hadeehhh Emang prabowo kurang pinter apa,negatif,43
Jajarannya kabinet prabowo klo dijadiin masing satu kantor ruku di summarecon cukup kaga yak,negatif,14
Perlengkapan tidur yg wajib kamu punya terlaris gt Buku  Prabowo  Iran  Ibu Supriyani  Israel  Baru 2  Pecat  Mentri  Kabinet  fufufafa  Jokowi ,netral,32
FULL Pidato Presiden Prabowo di Rapat Perdana Kabinet Merah Putih Program Makan Gratis dan Birokrasi     ,netral,20
Percuma bapak teriak2 orang2 di kabinetmu itu loh kabinet balas budi dan campur tangan pak jokowi mereka hanya akan memanfaatkan kebijakan untuk diri dan golongan mereka sendiri bukan untuk kepentingan rakyatmu Kita buktikan selama 5 tahun kedepan,negatif,37
Luhut Binsar Pandjaitan Batal Pensiun Lanjutkan Kontribusi di Kabinet Prabowo Subianto ,netral,12
5 Menteri Kabinet Prabowo Terkaya Versi LHKPN Nih Guys ,netral,10
   Emang apa hebat nya Prabowo bikin kabinet dibantu Jokowi padahal akhir masa jabatan tinggalkan beban utk rakyat banyak baca lah biar pinter dikit,negatif,26
Biar kembali marwahnya bukan kabinet cengengesan ala Mukidi,negatif,8
Fadli Zon Ungkap Prabowo Bakal Perdalam Program Rencana dan Target Kabinet Merah Putih di Akmil Magelang Artikel ini telah tayang di  dengan judul Fadli Zon Ungkap Prabowo Bakal Perdalam Program Rencana dan Target Kabinet Merah Putih di Akmil,netral,39
  Kabinet merah putih red alert   ,negatif,10
 Kakaknya jadi pusing lantaran adiknya gak masuk kabinet sementara hasil pansus di depan mata  dan penjara menunggu ,negatif,20
Menteri kabinet Merah Putih akan mendapatkan Ospek yg dicanangkan oleh Presiden Republik Indonesia Prabowo Subianto di Akmil Magelang Meanwhile Komdis ospek di Akmil Mana ikat pinggang nya ,negatif,28
Sidang Kabinet Perdana Prabowo Tidak Patuh dan Tidak Bekerja Keras Copot Segera ,netral,13
 kabinet booby kartanegara masih kosong,netral,6
 Kabinet 3 periode ini sih pak,negatif,7
 Benar Mirip 2014 Kabinet Sibuk Klarifikasi QUO VADIS INDONESIA  ,negatif,12
Prof Stella Christie akademisi hebat lulusan Harvard dan Guru Besar di Tsinghua University kini resmi menjabat sebagai Wakil Menteri Pendidikan Tinggi Sains dan Teknologi dalam Kabinet Merah Putih  ,positif,30
seru juga disuru tidur jam 10 malem terus bangun jam 4 subuh uda kaya kabinet merah putih,negatif,17
HarapHarap Cemas Menanti 100 Hari Kinerja Kabinet Merah Putih PrabowoGibran ,netral,11
Kabinet Prerogatif Antara Prabowo dan Joe Biden Presiden sebagai kepala negara dan kepala pemerintahan punya hak prerogatif dalam mengangkat dan memberhentikan para menteri Moch Eksan Pendiri Eksan Institute  Vini Najwa Shihab Padang Messi WWII SDIT,netral,36
Presiden Prabowo Subianto disebut turut memberi pengarahan soal Ibu Kota Nusantara IKN saat retret Kabinet Merah Putih di Magelang Jawa Tengah dan sudah memiliki rencana akan merampungkan pembangunan IKN dalam 4 tahun    ,positif,36
Kabinet Prabowo Haji Isam dan Harapan Indonesia Antikorupsi Banyak aspek dan cara untuk mengkajinya Izinkan saya menyorotinya dari sisi hukum tata negara dan prinsip antikorupsi Denny Indrayana exWamenkumham  Vini Najwa Shihab Padang Banda Neira,netral,35
TB Hasanuddin Pembekalan Kabinet Merah Putih yang Sakral Harus Jadi Sebuah Ikhtiar ,netral,13
Kata Hasto Soal Tak Adanya Kader PDIP di Kabinet Merah Putih Prabowo                    ,negatif,32
 Dari kabinet sudah menjelaskan semuanya kok,negatif,7
  Kabinet fufufafa  kabinet wani piro ,negatif,8
Kemenpan RB percepat langkah transisi kementrian Negara kabinet Merah Putih MenPAN RB Rini Widyantini menargetkan penataan organisasi Kabinet Merah Putih bisa selesai pada akhir November mendatang Ten Hag  Preman Nikmir Hybe Vini Mudryk Manchester United ,netral,37
  Cuman satu ganti wakilnya buang semua liyalis mulyono di kabinet yakin amamn dan sejahtrapoinya adalah berani engga,negatif,19
  Isi kabinet kebanyakan penjilat daripada patriot,negatif,8
 Gak cuma Presiden aja yang peduli sama rakyat para Menteri Kabinet Indonesia Maju juga ikut antar Semangat,positif,18
 Tauketauke besar itu artinya oligarki mr Anwar Indonesia justru sarangnya di kabinet  merah putih,negatif,16
   Bener berani teriak kenceng bro Skrg kabinet nmbh orang gmn bro dgn uang APBNitu ada mentri yg minta tmbhan 20T udah teriak kenceng blom loe bro,negatif,29
  Terus dgn kabinet 108 di tmbh pkai acara gt apa gk pkai uang APBN mnggaji 108 orang gk pkai uang APBN rakyat mau di cekik dgn pajak yg tinggi gt,negatif,32
  Anies gak di Kabinet itu yowis ini Prabowo Fufufafa kalau udah seminggu aja ngawur begini sampe bilang aksi 98 bukan pelanggaran HAM gimana 5 tahun kedepan ,negatif,28
Tapi nilai plusnya emang benar pramono mengetahui seluruh informasi dan pembangunan selama menjadi sekretaris kabinet Pengetahuan nya selama ini ketika memaparkan visi dan misi cukup menjadi perhatian sepertinya faktor inilah yang menaikan elektabilitas Pramono Not dari Rkarno,positif,37
 Mbl yg ada tetap dipki sdg yg tdk py mbl aj Hemat anggaran ganti kabinet ganti mbltdk gt jg biasakan,negatif,21
Cengkraman Jokowi di Kabinet Prabowo Tak Berdaya Mengusung tema keberlanjutan postur Kabinet Merah Putih Prabowo dipastikan tidak lepas dari bayangbayang Joko Widodo  Vini Najwa Shihab Padang Asupan Banda Neira,negatif,30
Rocky Gerung Prediksi 23 Minggu Prabowo Lakukan Reshuffle Kabinet Vini ,negatif,11
 Makin banyak partai RI akan kembali ke kabinet Syafrudin,negatif,10
Dukung Pemerintahan PrabowoGibran Anas Urbaningrum Ingatkan Kabinet Gemuk Bekerja untuk Perbaiki Hidup Rakyat      lewat ,positif,20
Wah  KauDua kali pulang duluan diAcara Rapat Kabinet Retreat AKMIL Kok pulang Duluan sdg Pak Presidennya msh disana Ini Benarkh AduhGibran Kau Wapres RI Skrg Kami Rakyat Butuh Tuntunan dari kePemimpinanmu sbgai Contoh  ,negatif,36
Kekayaan Menteri di Kabinet Prabowo  ,negatif,7
Pemisahan Kementerian Desa Pembangunan Daerah Tertinggal dgn Kementerian Transmigrasi di Kabinet Merah Putih sebagai salah satu upaya pemerintahan Prabowo  Gibran dlm mewujudkan peningkatan dlm sektor perekonomian  Ten Hag  Hybe Vini Mudryk Manchester United ,netral,37
 Terserah Mau pake duit negara mau pake duit pribadi Yg penting berani gak depak fu2fa2 amp bersihin kabinet dari org2 mulyono,negatif,22
KemenPANRB percepat langkah transisi kementerian negara Kabinet Merah Putih Guna menjaga keberlangsungan pelaksanaan tugas dan fungsi sumber daya manusia aset anggaran  Ten Hag  Preman Nikmir Hybe Vini Mudryk Manchester United ,netral,33
Dipimpin Luhut Ini Tugas Dewan Ekonomi Nasional di Kabinet Merah Putih PrabowoGibran ,netral,13
     Cuma kata penyembah Anies aja langsung bikin sakit hati dan tantrum Ngapain repot2 cari kata lain Saat kabinet Prabowo gemuk aja gua lantang nyuarakan itu bagi bagi kue Diplatform lain selain X Apalagi cuma kritik kebijakan ntar,negatif,42
Murid2 RI kini no 66 dri 85 negara 25 terburuk dunia Menteri Dikdas Kabinet Merah Putih Pres p Haji Jenderal TNI AD Prabowo Subianto bin Soemitro Djojohadikoesoemo berniat naik ranking PISA pakai maksiber makan siang bergizi In sya Allah ,negatif,40
 Pejabat biasa pidato berapiapi berantas korupsi tapi sulit menghentikan pelaku korup Jadi nanti kita lihat mulai dari kabinet merah putih hingga kepala desa,negatif,24
 Sebenarnya Prabowo dan Gerindra lagi gencargencarnya promosikan kader kadernya Kader Gerindra seperti menlu Sugiono dan Wamen Taufik Hidayat sekarang lagi coba disorot byk pihak agar nantinya kader2 gerinda ini lah yang bersinar di kabinet,negatif,35
 GAK SANGGUP Bentar lagi gue didaftarin di kabinet merah putih,negatif,11
Satu lagi yg akan bikin kabinet merah putih ternoda ,negatif,10
 Yg hening kalian rakyat tdk puas dg komposisi kabinet yg ktnya zaken tp isinya 4L keberlanjutan yg hrsnya tdk dilanjutkan menyusahkan rakyat Pidato presiden yg lama itu inkonsistensi tak sesuai dg fakta sngt mengecewakan rakyat Tp sdhlah kalian kan penguasa suka2nya sj,negatif,43
Untung gak ada kader PDIP di Kabinet Merah Putih   ,negatif,12
Baru Dilantik 5 Menteri dan Anggota Kabinet Prabowo Tuai Kontroversi ,negatif,11
Anggota Kabinet Siap Gunakan Maung Sebagai Kendaraan Dinas Jika Diperintahkan Presiden   ,netral,14
Menteri ATR Kepala BPN Nusron Wahid dan Wakil Menteri ATRWakil Kepala BPN Ossy Dermawan telah tiba di Magelang Jawa Tengah untuk mengikuti Rapat Kerja dan Retreat Magelang Kegiatan ini ialah kegiatan pertama Kabinet Merah Putih di luar Istana Negara ,netral,40
 Harusnya pak  tdk jdikn Budi Gunawan menteri karena PDIP menyangkl masuk kabinet,negatif,14
  Terlalu bodoh pak  kalo sampai ga tau ada agenda di balik mentri titipan sy yakin beliau menyadari banyak kepentingan dalam kabinet bentukannya kita lihat dan tunggu kedepannya ada gerakan apa Yang kita khawatirkan kalo itu memang agenda bersama,negatif,41
Anggota kabinet siap pakai mobil Maung jika ada perintah Presiden ,netral,11
 dibumbui militerisasi parpol dikumpulin kabinet dibengkakin agar tdk ada oposisi yg demo mengkritisi dibubarin  apa benar demikian berdemokrasi lima tahun kedepan,negatif,23
Kabinet Merah Putih mengikuti retreat di Akademi Magelang Jawa Tengah selama tiga hari  ,netral,15
  Selagi pak Prabowo masih ikut atau tunduk caracara pemerintahan Jokowi dulu dan sebagian kabinet nya Jokowi masih ikut ngatur pemerintahan Prabowo sy yakin gak akan terwujud membela rakyat korban PSN PIK2 kita sangatlah berharap pak Prabowo memenuhi janjijanji dlm kampanyenya,negatif,42
Aku suka action seperti initanpa ada seremonial langsung ke TKP sat set Team work itu para anggota tim melaksanakan apa yang telah disepakati Sukses selalu kabinet Merah Putih ,positif,29
Ketika Anggota Kabinet Merah Putih Siap Pakai Maung jika Diperintahkan Prabowo  ,netral,13
  Gw gak bilang kalau Anies bakal bawa gue ke Surga Toh juga ini kagak ada urusannya ama Anies Baru juga seminggu pemerintahan Prabowo dan Fufufafa udah red flag Anies mana di kabinet situ ,negatif,35
 Negara kita memang aneh setiap ganti kabinet ganti mobil mewah mempertanyakan apakah mobil sebelumya masih layak atau tdk itu bukan menjelekkan Hutang sudah parah harus di ingatkan ke Pemerintah,negatif,30
Halo  Presiden RI Prabowo Subianto telah melaksanakan Sidang Kabinet Paripurna pertama bersama para Menteri Kabinet Merah Putih Dalam sidang tersebut Presiden menyebutkan beberapa poin penting yang harus dijalankan untuk mewujudkan pembangunan Nasional ,netral,34
 Ex kabinet sebelumnya perlu di waspadai adanya gerakan2 diluar komando presiden  ,negatif,14
POPULER NASIONAL Cerita Para Menteri Digembleng di Akmil  Retret Kabinet Dibiayai Uang Prabowo  ,positif,16
    Rakyat ga boleh berpendapat Beliau khan presiden biarlah nanti setelah itu dibawa ke rapat kabinet anda lucu mau produk masa lalu tp ini adalah persoalan yg berkaitan dgn SDM dan visi Imdonesia emas 2045 anda kok mengatur pak  agar tidak urusi hal ini,positif,48
Pejabat di Kabinet Merah Putih periode 20242029 harus menggunakan mobil dinas buatan produk dalam negeri Hal itu merupakan instruksi dari Presiden Prabowo Subianto dan mulai berlaku minggu depan  ,netral,30
  Sayang sekali ibu tidak masuk kabinet merah putih tum,negatif,11
   Tapi liat gimana prabowo sekarang emang nunjukin milih prabowo itu 11 12 sama milih jokowi Kabinet gemuk kritik di bungkam raffi ahmad sama mifta jadi pejabat setara mentri mentrimemtrinya banyak yg problematik,negatif,35
Tidak mudah sebagaimana kata mantan penasehat KPK bahwa kabinet Prabowo 90 korup kecuali Prabowo punya political will untuk mengesahkannya,negatif,19
 Saya kmrn sempat membayangkan berapa uang rakyat dipakai utk acr di AKMIL  krn ternyata pakai uang pribadi pak Prabowo ok lah Have a fun Selamat bekerja buat Kabinet Merah Putih,positif,32
Presiden Prabowo Ajak Pejabat Kabinet Merah Putih Menggunakan Mobil Buatan Pindad ,positif,12
 Ya iyalah ganti pak bikin resah kabinet tuh orang,negatif,10
cen bukan kabinet biasa,positif,4
Siskaeee terjerat kasus prngrapi di dakwa 1 tahun penjara Viral full album   kabinet prabowo gibran kompaknoMaju Bersama Indonesia Raya langsung gasss kerja cepattt seungkwan   ,netral,29
