Tokenized,Label_Encoded
"['woyyy', 'mulyono', 'selesai', 'safe', 'biar', 'anak', 'udah', 'kaesbong', 'tum', 'parte', 'mantu', 'cagub', 'klean', 'beritain', 'doi', 'cawe', 'pegang', 'remote', 'control', 'oslo', 'anak', 'cucu', 'naruh', 'orang', 'nya', 'kabinet', 'bentar', 'ikut', 'kampanye', 'pilkada']",-1
"['kabinet', 'peduli', 'kembang', 'teknologi', 'lanjut']",1
"['periksa', 'usia', 'kabinet', 'lt', 'biar', 'main', 'sirkus', 'hadiah', 'aman', 'za', 'ak', 'fd', 'lulus', 'tunjuk', 'vendor', 'langsung']",-1
"['emang', 'bisa', 'pimpin', 'rapat', 'kabinet', 'udah', 'nol']",-1
"['alam', 'pramono', 'anung', 'mantan', 'sekretaris', 'kabinet', 'unggul', 'sendiri', 'milik', 'paham', 'dalam', 'perintah', 'bijak', 'publik', 'coblos', 'no']",1
"['hrs', 'cek', 'dadak', 'rapat', 'kabinet']",-1
"['minggu', 'umum', 'kabinet', 'kunjung', 'kantor', 'menteng', 'jakpus', 'wawancara', 'masprof', 'program', 'indonesia', 'selamat', 'simak']",0
"['said', 'didu', 'kabinet', 'merah', 'putih', 'kendali', 'jokowi', 'prabowo']",-1
"['prabowo', 'presiden', 'perintah', 'menteri', 'kabinet', 'merah', 'putih', 'susun', 'tim', 'kerja']",1
"['susah', 'selesai', 'investor', 'olighar', 'kuasa', 'salah', 'komisaris', 'kabinet']",-1
"['wamenbud', 'afrika', 'bahasa', 'asli', 'indonesia', 'malu', 'anggap', 'lbh', 'nila', 'jk', 'brbahasa', 'inggris', 'wakil', 'menteri', 'budaya', 'paham', 'tupoksinya', 'kabinet', 'prihatin']",-1
"['bekal', 'menteri', 'kabinet', 'merah', 'putih', 'kmrn', 'materi', 'baris', 'bar', 'latih', 'ngga', 'mudah', 'lho']",0
"['gamasuk', 'kabinet', 'mana', 'gmn']",-1
"['kue', 'kuasa', 'optimis', 'kader', 'partai', 'masuk', 'kabinet', 'rakyat', 'nampaknya', 'awan', 'hitam', 'gelayut', 'muncul', 'matahari', 'sebentar', 'kabinet', 'bentuk', 'awan', 'hitam', 'tutup', 'matahari', 'harap', 'kabinet', 'bobrok', 'ii']",-1
"['anggota', 'kabinet', 'merah', 'putih', 'ganti', 'presiden', 'prabowo', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'lengkap']",0
"['salah', 'kabinet', 'gendut', 'pasar', 'merespon', 'lemah', 'rupiah', 'moga', 'cepat', 'lepas', 'cengkraman', 'mulyono', 'bersih', 'jilat', 'rakyat', 'awas', 'ketat']",-1
"['menteri', 'wakil', 'menteri', 'kabinet', 'merah', 'putih', 'ikut', 'bimbing', 'pelatikan', 'akademi', 'militer', 'akmil', 'bekal', 'gelar', 'magelang', 'jawa', 'ahy', 'rasa', 'nostalgia', 'akademi', 'militer']",1
"['akmil', 'magelang', 'presiden', 'bekal', 'wajib', 'militer', 'menteri', 'disiplin', 'patriotisme', 'amp', 'kompak', 'tanam', 'biar', 'kabinet', 'solid', 'kerja', 'bareng', 'tuju', 'bangsa']",1
"['presiden', 'hormat', 'menteri', 'lbp', 'sidang', 'kabinet', 'kacau']",-1
"['pengin', 'mimpin', 'sidang', 'kabinet', 'tolong', 'rekam', 'pasang']",-1
"['ayoo', 'petisi', 'batal', 'nuruddin', 'menteri', 'agama', 'karna', 'nuruddin', 'bela', 'zionis', 'israel', 'amp', 'sekutu', 'nya', 'akn', 'duri', 'daging', 'gentingdesak', 'presiden', 'resuffel', 'kabinet']",-1
"['kemenpan', 'rb', 'cepat', 'langkah', 'transisi', 'tri', 'negara', 'kabinet', 'merah', 'putih', 'menpan', 'rb', 'rini', 'widyantini', 'target', 'tata', 'organisasi', 'kabinet', 'merah', 'putih', 'selesai', 'november', 'ten', 'hag', 'preman', 'nikmir', 'hybe', 'vini', 'mudryk', 'manchester', 'united']",0
"['ne', 'presiden', 'prabowo', 'orang', 'kabinet', 'indonesia', 'kuat']",-1
"['nasi', 'bubur', 'mukidi', 'akar', 'second', 'kabinet', 'brikut', 'naga', 'kuasa', 'bumi', 'indonesia', 'kemarin', 'kmn', 'skarang', 'teriak']",-1
"['arah', 'menteri', 'era', 'kabinet', 'merah', 'putih', 'era', 'kendali', 'dominasi', 'kerja', 'tata', 'ruang', 'kendali', 'panglima', 'tanah']",1
"['sri', 'mulyani', 'pajak', 'korsel', 'banding', 'indonesia', 'waduuh', 'dosa', 'indonesia', 'kabinet', 'prabowo', 'lucu', 'wapres', 'lucu', 'kabinet', 'fufu', 'fafa']",-1
"['gas', 'kabinet', 'merah', 'putih']",1
"['mikir', 'dipake', 'jabat', 'kabinet', 'gemuk', 'mules', 'lupa', 'pajak', 'pakai', 'moles', 'persona', 'depan']",-1
"['arah', 'rapat', 'efisiensi', 'anggar', 'nyata', 'bentuk', 'kabnet', 'gemuk', 'wamen', 'staf', 'khusus', 'utus', 'presiden', 'staf', 'ahli', 'alokasi', 'anggar', 'membengkan', 'belanja', 'pegawai', 'anggar', 'program', 'rakyat']",-1
"['jam', 'gin', 'ovt', 'gimana', 'jokowi', 'masuk', 'kabinet', 'nya', 'prabowo']",-1
"['indonesia', 'tim', 'menang', 'elon', 'musk', 'duduk', 'kursi', 'kabinet', 'elon', 'musk', 'angkat', 'donald', 'trump', 'nantix', 'gabung', 'kursi', 'parlemen']",0
"['kabinet', 'merah', 'putih', 'kokoh']",1
"['mantep', 'mikir', 'target', 'korupsi', 'lbh', 'emang', 'top', 'curi', 'start', 'pesta', 'korup', 'kabinet']",-1
"['isi', 'tiktok', 'isi', 'glorifying', 'prabowo', 'kabinet', 'beliau', 'komentar']",0
"['kabinet', 'gonggong', 'goblok', 'dungu', 'bego', 'prabowo', 'iniga', 'ngerti', 'hrs', 'nya', 'seret', 'era', 'rezim', 'abal', 'adil', 'bg', 'salah', 'hukum', 'biar', 'biar', 'kendali', 'pimpin', 'bukti', 'zaman', 'mertua', 'elu', 'usir', 'pangkatlu', 'copot']",-1
"['thomas', 'djiwandono', 'resmi', 'lantik', 'wakil', 'menteri', 'uang', 'ii', 'kabinet', 'merah', 'putih', 'oktober', 'alam', 'solid', 'bidang', 'uang', 'negara', 'bawa', 'indonesia', 'maju', 'profil', 'lengkap']",-1
"['kabinet', 'merah', 'putih', 'polisi', 'negara', 'bawah', 'presiden', 'menkopulhukam', 'hal', 'tni', 'gak']",-1
"['dukung', 'laku', 'seni', 'budaya', 'tingkat', 'terima', 'kasih', 'kabinet']",1
"['filling', 'kabinet', 'isianya', 'duit', 'warna', 'merah', 'semuagila', 'pejabathukum', 'mati']",-1
"['bersih', 'kek', 'byk', 'kena', 'ott', 'kepala', 'desa', 'sampe', 'kabinet']",1
"['komunitas', 'kriminal', 'negara', 'bikin', 'kabinet', 'kriminal']",-1
"['presiden', 'prabowo', 'konsisten', 'ucap', 'masuk', 'dunia', 'politik', 'wujud', 'perintah', 'nonton', 'welcome', 'kabinet', 'merah', 'putih', 'lengkap']",1
"['hybe', 'kyknya', 'kabinet', 'merah', 'putih', 'setan']",-1
"['coba', 'km', 'mas', 'masuk', 'kabinet']",-1
"['dukung', 'perintah', 'prabowogibran', 'anas', 'urbaningrum', 'ingat', 'kabinet', 'gemuk', 'baik', 'hidup', 'rakyat']",1
"['presiden', 'program', 'visi', 'misi', 'asta', 'cita', 'kabinet', 'merah', 'putih', 'asta', 'cita', 'kait', 'tanah', 'swasembada', 'pangan', 'tetap', 'sistem', 'tahan', 'dorong', 'mandiri', 'bangsa', 'swasembada', 'pangan', 'amp', 'energi']",1
"['cermin', 'kabinet', 'superbody', 'mulyono', 'jilid', 'gak', 'takut', 'presiden', 'acara', 'anggar', 'pribadi', 'argumentasi', 'f', 'jawabnyasaya', 'telpon', 'oslo', 'ijin', 'duluan', 'wkkkkkkbeler', 'wapres', 'hancur', 'kharisma', 'presiden']",-1
"['kabinet', 'orang', 'efisiensi', 'atuh']",-1
"['akibat', 'kabinet', 'sehat']",-1
"['presiden', 'rakyat', 'sepakat', 'dukung', 'komitmen', 'kabinet', 'merah', 'putih', 'waspada', 'seret', 'arus', 'tanggung', 'perintah', 'kabinet', 'oligarki', 'satria', 'wirang', 'biar', 'rakyat', 'nilai']",-1
"['presiden', 'prabowo', 'pidato', 'pertama', 'gedung', 'mpr', 'tgl', 'oktober', 'mandat', 'kabinet', 'merah', 'putih', 'pimpin', 'rakyat']",1
"['keluarga', 'kabinet', 'skrng', 'subsidiin', 'makan', 'siang', 'anniv']",-1
"['kemenpan', 'rb', 'sdm', 'aparatur', 'sipil', 'negara', 'atur', 'hukum', 'laksana', 'tugas', 'kabinet', 'merah', 'putih', 'jalan', 'lancar']",1
"['senin', 'november', 'wib', 'ruang', 'seminar', 'fkh', 'ugm', 'lupa', 'hadir', 'temanteman', 'mktbemfkhx', 'departemen', 'minat', 'bakat', 'kabinet', 'naaranjana', 'bem', 'fkh', 'ugm']",0
"['sidang', 'kabinet', 'udah', 'kesana', 'kemari', 'presiden', 'beliau', 'maruf', 'amin']",-1
"['pres', 'no', 'th', 'ditandangani', 'masa', 'injury', 'time', 'politis', 'ber', 'amat', 'politik', 'sadar', 'sibuk', 'proses', 'siap', 'kabinet', 'amp', 'lantik', 'presiden', 'ps', 'kuasa', 'tolak', 'licik', 'politik']",-1
"['presiden', 'hormat', 'tolong', 'bukti', 'janji', 'kabinet', 'bersih', 'koruptor', 'laku', 'buat', 'jahat', 'rakyat', 'monitor', 'politis', 'demokrat', 'nama']",-1
"['pecat', 'konsekuen', 'noda', 'kabinet']",-1
"['mantan', 'biar', 'menteri', 'kabinet', 'nya', 'ketua', 'partai', 'korupsi', 'ujung', 'jadi', 'sandera', 'politik', 'bijak', 'politik', 'jalan', 'mulus', 'ganggu', 'ps', 'pakai', 'intrik', 'politik']",-1
"['ulas', 'politis', 'budayawan', 'senior', 'eros', 'djarot', 'ttg', 'kabinet', 'prabowo']",0
"['menteri', 'pakai', 'mobil', 'dinas', 'maung', 'pindad', 'perintah', 'presiden', 'prabowo', 'subianto', 'anggota', 'kabinet', 'merah', 'putih', 'mobil', 'dinas', 'maung', 'buat', 'pt', 'pindad', 'persero', 'perintah', 'presiden', 'prabowo', 'subianto', 'perintah']",0
"['kabinet', 'periode']",-1
"['kalimat', 'gebrak', 'menteri', 'kabinet', 'merah', 'putih']",-1
"['kabinet', 'siapaa', 'jadwal', 'jelek', 'jelek']",-1
"['bahlul', 'calon', 'korupsi', 'kabinet', 'korupsi', 'periode', 'makjn', 'loh']",-1
"['kabinet', 'merah', 'putih', 'disiplin']",1
"['ramerame', 'sambut', 'presiden', 'wapres', 'serta', 'menteri', 'kabinet', 'merah', 'putih']",-1
"['utus', 'khusus', 'presiden', 'bidang', 'bina', 'generasi', 'muda', 'kerja', 'seni', 'jabat', 'raggi', 'kabinet', 'merah', 'putih', 'damping', 'wapres', 'tabur', 'bunga', 'kerja', 'menteri', 'didik', 'budaya']",-1
"['kabinet', 'butuh', 'kompak', 'selesai', 'masalah', 'lapang', 'sesuai', 'bidang', 'domain', 'masingmasing']",1
"['program', 'sehat', 'rata', 'salut', 'kabinet', 'fokus', 'sehat', 'rakyat']",0
"['perhati', 'video', 'ir', 'logowordmark', 'kabinet', 'merah', 'putih', 'ngelanjutin', 'stylenya', 'indonesia', 'maju']",0
"['bahas', 'gmn', 'hari', 'todayy', 'berat', 'yaa', 'bahas', 'kabinet', 'prabowo']",-1
"['manyalaahh', 'tolong', 'masuk', 'kabinet', 'kokom', 'kocheng', 'pupr', 'awas', 'infrastruktur', 'soleh', 'kocheng', 'pajak', 'jadi', 'bendahara', 'nemenin', 'smi', 'kocheng', 'pariwisata', 'kocheng', 'aaiiuuaiauu']",-1
"['dukung', 'sukses', 'retreat', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'aman', 'listrik', 'lapis', 'pasti', 'agenda', 'negara', 'jalan', 'lancar', 'tutup', 'sc']",1
"['struktur', 'organisasi', 'menteri', 'kabinet', 'merahputih', 'selesai', 'november']",0
"['sekretaris', 'kabinet', 'seskab', 'mayor', 'teddy', 'indra', 'wijaya', 'ingat', 'kabinet', 'merah', 'putih', 'berhatihati', 'kop', 'surat', 'tanda', 'tangan']",0
"['presiden', 'prabowo', 'alas', 'bawa', 'menteri', 'kabinet', 'merah', 'putih', 'lembah', 'tidar', 'magelang']",0
"['hashim', 'buka', 'suara', 'kabinet', 'gemuk', 'prabowo', 'output']",0
"['raja', 'jawa', 'pukima', 'pki', 'wajib', 'tangkap', 'hukum', 'mati', 'kabinet', 'sampah', 'prabowo', 'lanjut', 'program', 'jokowi', 'antekanteknya', 'globalist', 'kafir', 'komunis', 'tuju', 'nya', 'jadi', 'indonesia', 'negara', 'komunis']",-1
"['kabinet', 'tangguh', 'rakyat', 'senang']",1
"['wapres', 'gibran', 'hadir', 'sidang', 'kabinet', 'paripurna', 'perdana', 'presiden', 'prabowo', 'fokus', 'hilir', 'swasembada', 'pangan', 'program', 'makan', 'gizi']",0
"['datang', 'tim', 'kabinet', 'gemoy', 'vibes', 'magelang', 'beda']",-1
"['kirain', 'guanlin', 'anggota', 'kabinet', 'merah', 'putih']",0
"['kontroversi', 'menteri', 'kabinet', 'merah', 'putih', 'tambah', 'reshuffle', 'bikin', 'kontroversi']",-1
"['prabowo', 'ngawur', 'kabinet', 'nya', 'comot']",-1
"['orang', 'gampang', 'khianat', 'bohong', 'anak', 'buah', 'jgn', 'kasi', 'jabat', 'indikasi', 'beliau', 'becus', 'pimpin', 'moga', 'arie', 'diresafel', 'kabinet', 'mp']",0
"['nanya', 'teras', 'kosan', 'dapur', 'kabinet', 'lemari', 'nya', 'buat', 'kayu', 'curutnya', 'asal', 'teras', 'kamar', 'kamar', 'teras', 'kamar', 'digentayangin']",0
"['biar', 'kabinet', 'kerja', 'kompak', 'hasil', 'rakyat']",1
"['bagus', 'kalo', 'kabinet', 'merah', 'putih', 'maksi', 'rakyat', 'sayang', 'ngomong', 'cak', 'imin']",-1
"['ajh', 'trus', 'copot', 'dluuu', 'atur', 'ulang', 'kabinet', 'wamen', 'serta', 'staff']",-1
"['sok', 'ngeritik', 'tlol', 'biar', 'biar', 'ajak', 'msuk', 'kabinet', 'wokwkwk', 'org', 'kek', 'cocok', 'ny', 'buzzer', 'mbk', 'cocok']",-1
"['hasil', 'rapat', 'paripurna', 'kabinet', 'merah', 'putih', 'realisasi', 'maksimal', 'indonesia', 'emas', 'wujud', 'streaming']",0
"['g', 'sama', 'brics', 'mimpin', 'kemah', 'kabinet', 'udah', 'planning', 'hadir', 'situ', 'ngebolehin', 'jabat', 'kelas', 'tri', 'absen', 'dri', 'acara', 'brti', 'nunjukin', 'brics']",1
"['bng', 'kabinet', 'bijak', 'bang', 'lo', 'rasain', 'msih', 'bijak', 'kabinet', 'sebelumny']",-1
"['negara', 'aneh', 'ganti', 'kabinet', 'ganti', 'mobil', 'mewah', 'mobil', 'sebelumya', 'layak', 'jelek', 'hutang', 'parah', 'ingat', 'perintah']",-1
"['kudoggy', 'umum', 'kabinet', 'naga', 'kacung', 'jongos', 'naga']",-1
"['instruksi', 'presiden', 'prabowo', 'tni', 'polri', 'jagung', 'sidang', 'kabinet']",-1
"['sadar', 'kabinet', 'merput', 'tri', 'ye', 'wamennya', 'pks']",-1
"['info', 'dasco', 'peran', 'susun', 'kabinet', 'buncit', 'hasim']",-1
"['struktur', 'organisasi', 'menteri', 'target', 'selesai', 'november', 'tata', 'organisasi', 'menteri', 'isi', 'jabat', 'prioritas', 'kabinet', 'merah', 'putih', 'jakarta', 'bahas', 'struktur', 'organisasi', 'menteri']",0
"['masuk', 'angin', 'lo', 'kejagng', 'udah', 'indikasi', 'rugi', 'negara', 'masuk', 'kabinet']",-1
"['kabinet', 'perhati', 'sejahtera', 'anak', 'generasi', 'jamin']",1
"['aldi', 'sibuk', 'banget', 'curiga', 'diemdiem', 'masuk', 'kabinet', 'merahputih']",-1
"['kritik', 'rocky', 'gerung', 'buruk', 'kabinet', 'prabowo', 'gibran', 'surat', 'rahasia', 'siswa', 'sd']",-1
"['penting', 'yah', 'sampe', 'rekonsiliasi', 'nya', 'masuk', 'kabinet', 'syarat', 'wiranto', 'berisik', 'loe', 'bawabawa', 'dosa', 'waris']",-1
"['luhut', 'binsar', 'pandjaitan', 'batal', 'pensiun', 'lanjut', 'kontribusi', 'kabinet', 'prabowo', 'subianto']",0
"['kemaren', 'pas', 'nyusun', 'kabinet', 'bacain', 'tri', 'merah', 'putih', 'sempet', 'bawa', 'suasana', 'pensiun', 'ampe', 'nang', 'melow', 'eh', 'tau', 'ganti', 'jabat', 'anjirr', 'bass', 'kepala', 'otorita', 'luhut', 'ketua', 'eknas', 'sial', 'ngapain', 'sedih', 'kemaren', 'balikin', 'air', 'mata']",-1
"['toti', 'karbitan', 'kuasa', 'kabinet']",-1
"['susun', 'kabinet']",0
"['hati', 'org', 'nya', 'mulyono', 'kabinet', 'meng', 'up', 'biar', 'trending', 'tenggelam', 'pantau', 'platform', 'medsos', 'media', 'meng', 'up', 'mulyono', 'sdgkan', 'bpk']",-1
"['sandal', 'slop', 'glossy', 'korea', 'shopee', 'presiden', 'prabowo', 'kabinet', 'merah', 'putih', 'malam', 'taro', 'pigai', 'hitthefloor', 't', 'jirayut', 'doraemon', 'madrid', 'rabu']",0
"['pesan', 'prabowo', 'subianto', 'presiden', 'sidang', 'kabinet', 'perdana', 'damping', 'mas', 'ape', 'loe']",-1
"['w', 'pikirin', 'anggar', 'gendut', 'lho', 'kabinet']",-1
"['menteri', 'ekonomi', 'perinci', 'kumpul', 't', 'tempoh', 'bulan', 'kerjasama', 'menteri', 'wang', 'bentang', 'kabinet', 'kelulus']",0
"['gimana', 'nama', 'kabinet', 'omon']",-1
"['kader', 'pikir', 'nyadan', 'duri', 'daging', 'nya', 'kabinet', 'merah', 'putih']",-1
"['sempet', 'denger', 'zaken', 'kabinet', 'jurnal', 'yujiem', 'rame', 'ken', 'gimana', 'cerita', 'beda', 'zaken', 'ken']",-1
"['ku', 'suruh', 'baca', 'kak', 'bingung', 'cerita', 'gitu', 'lokasi', 'pas', 'btw', 'tokoh', 'inspirasi', 'kabinet', 'alumni', 'univ', 'nya', 'rawan', 'pas', 'kampanye', 'hmm', 'bingung']",-1
"['duga', 'lantik', 'luhut', 'binsar', 'panjaitan', 'kabinet', 'misi', 'khusus', 'utang', 'bayar', 'jamin', 'investasi', 'china', 'indonesia']",-1
"['dukung', 'program', 'perintah', 'kabinet', 'merah', 'putih', 'perintah', 'komitmen', 'waspada', 'risiko', 'global', 'rumus', 'bijak', 'jaga', 'penting', 'indonesia', 'optimis', 'tantang', 'dinamis', 'konferensi', 'pers', 'edisi', 'november']",1
"['husen', 'for', 'indonesia', 'kabinet', 'merah', 'putih']",1
"['retreat', 'kabinet', 'merah', 'putih', 'akmil', 'magelang', 'jalan', 'sukses', 'dukung', 'listrik', 'suplai', 'listrik', 'aman', 'berkat', 'aman', 'lapis', 'sc']",1
"['jajar', 'kabinet', 'prabowo', 'dijadiin', 'kantor', 'ruku', 'summarecon', 'yak']",-1
"['kepala', 'kantor', 'komunikasi', 'presiden', 'hasan', 'nasbi', 'alas', 'presiden', 'prabowo', 'subianto', 'dana', 'pribadi', 'bekal', 'retreat', 'kabinet', 'merah', 'putih', 'tekan', 'giat', 'jalan', 'malam', 'hitung', 'kamis']",-1
"['sukses', 'aman', 'listrik', 'lap', 'retreat', 'kabinet', 'magelang']",1
"['et', 'kabinet', 'bapak', 'gibran', 'wajar', 'et', 'tunduk', 'kpd', 'milik', 'negara']",-1
"['terima', 'kasih', 'perintah', 'serta', 'kabinet', 'merah', 'putih', 'dukung', 'tahan', 'keluarga', 'rakyat', 'doa', 'moga', 'navigasi', 'bangsa', 'hadap', 'tantang', 'global']",0
"['puruk', 'bangga', 'kabinet', 'jastip', 'wowo', 'udah', 'dibayangbayangi', 'siwiwi', 'beban', 'samsul', 'ngemis', 'cina', 'ikut', 'dana', 'makan', 'siang', 'gratis']",-1
"['prabowo', 'subianto', 'rogoh', 'kocek', 'pribadi', 'biaya', 'bekal', 'kabinet', 'merah', 'putih']",1
"['kabinet', 'halu']",-1
"['pertanyaanya', 'pintar', 'hebat', 'daei', 'diacoba', 'interospeksi', 'dirikenapa', 'energi', 'pakai', 'tuk', 'awas', 'kerja', 'kabinet', 'merah', 'putihdisitu', 'penting', 'kalo', 'bilang', 'mafioso']",-1
"['patut', 'apresiasi', 'analis', 'komunikasi', 'politik', 'kerja', 'menteri', 'kabinet', 'prabowo', 'tunjuk', 'maju', 'news']",1
"['yours', 'is', 'way', 'betterrrrrrrr', 'makasih', 'menteri', 'kabinet', 'nrhs', 'ajas', 'untung', 'bekerjasama', 'bangun', 'negeri', 'nrhs', 'indo']",-1
"['serah', 'duit', 'negara', 'duit', 'pribadi', 'berani', 'gak', 'depak', 'fu', 'fa', 'amp', 'bersihin', 'kabinet', 'org', 'mulyono']",-1
"['kabinet', 'merah', 'putih', 'serius', 'tangan', 'isuisu', 'sosial', 'bantu']",1
"['menteri', 'wakil', 'menteri', 'bidang', 'hukum', 'ham', 'ikut', 'giat', 'retreat', 'kabinet', 'merah', 'putih', 'akademi', 'militer', 'magelang', 'jawa', 'tanggal', 'oktober']",0
"['pdip', 'bela', 'prabowo', 'ajak', 'kabinet']",-1
"['presiden', 'prabowo', 'apresiasi', 'negarawan', 'sejati', 'libat', 'generasi', 'muda', 'kabinet', 'komandan', 'tkn', 'indonesia', 'insider']",1
"['kecele', 'buang', 'lingkar', 'kabinet', 'prabowo', 'mmelas', 'mnjadi', 'blunder', 'depak', 'karna', 'janji', 'surga', 'politik', 'bajar', 'matang', 'watak', 'politik', 'sanding', 'mnjadi', 'hambar', 'skarang']",-1
"['sorot', 'hasil', 'rapat', 'paripurna', 'kabinet', 'merah', 'putih', 'bahas', 'generasi', 'emas', 'sore', 'talk', 'amat', 'politik', 'sumatera', 'utara', 'shohibul', 'anshor', 'siregar', 'streaming']",0
"['tanda', 'baik', 'arah', 'bangsa', 'ampnegara', 'indonesia', 'rapat', 'kabinet', 'merah', 'putih', 'suka', 'blusukanampkunjungan', 'proyek', 'manfaat', 'kecuali', 'unt', 'pencitraanamppemborosan', 'uang', 'negara', 'harap', 'henti', 'ikut', 'arah', 'pimpin', 'faham', 'apapunfufufafa']",-1
"['anggota', 'kabinet', 'wajib', 'presd', 'mobil', 'dinas', 'buat', 'pindad', 'mobil', 'impor', 'no', 'more', 'ketampol', 'lg', 'mulyono', 'n', 'esemka']",-1
"['duri', 'kabinet', 'wowo']",-1
"['bang', 'negeri', 'kacau', 'tega', 'hukum', 'judol', 'jalan', 'duga', 'korupsi', 'mendag', 'mandeg', 'proyek', 'pik', 'makan', 'korban', 'naik', 'ppn', 'bikin', 'panik', 'dolar', 'perkasa', 'anggota', 'kabinet', 'mental', 'garong']",-1
"['mayjen', 'purn', 'soenarko', 'dukung', 'kabinet', 'merah', 'putih', 'perintah', 'presiden', 'prabowo', 'maju', 'indonesia', 'dam', 'layan', 'baik', 'masyarakat']",1
"['kudeta', 'kabinet', 'owo', 'bakar', 'ikn']",-1
"['rapat', 'kabinet', 'gelar', 'saking', 'paham', 'nabrak', 'depan']",-1
"['bekal', 'kabinet', 'merah', 'putih', 'biaya', 'presiden', 'prabowo', 'subianto']",0
"['presiden', 'prabowo', 'subianto', 'inisiasi', 'retreat', 'kabinet', 'merah', 'putih', 'dukung', 'sepenuh', 'koordinasi', 'aman', 'listrik', 'optimal', 'acara', 'jalan', 'lancar', 'sc']",1
"['yandri', 'kritik', 'pedas', 'rocky', 'gerung', 'menteri', 'kabinet', 'merah', 'putih', 'ingat', 'mayor', 'teddy']",1
"['wkwkwk', 'bener', 'tititfafa', 'kali', 'imajinasi', 'pakai', 'narasi', 'orang', 'luar', 'nurul', 'kerja', 'kabinet', 'udah', 'bikin', 'gaduh', 'nikmatin', 'kasih', 'ruang', 'kudeta', 'hadeehhh', 'emang', 'prabowo', 'pinter']",-1
"['menteri', 'n', 'wamen', 'kabinet', 'merah', 'putih', 'hadir', 'acara', 'puncak', 'sumpah', 'pemuda', 'taman', 'mini', 'indonesia', 'indah', 'tmii']",0
"['istana', 'arah', 'prabowo', 'kabinet', 'pakai', 'maung', 'retreat', 'akmil']",0
"['sekretaris', 'fraksi', 'golkar', 'dpr', 'mukhtarudin', 'dorong', 'kabinet', 'merahputih', 'prabowo', 'subianto', 'kuat', 'komitmen', 'cipta', 'hijau', 'lanjut']",-1
"['abraha', 'mose', 'pt', 'pindad', 'tunggu', 'tindak', 'arah', 'prabowo', 'kait', 'maung', 'kendara', 'dinas', 'kabinet', 'merah', 'putih']",0
"['bahas', 'efisiensi', 'anggar', 'rapat', 'kabinet', 'menteri', 'efisien']",-1
"['kabinet', 'buang', 'buang', 'duit', 'awas', 'kalo', 'hasil', 'rakyat', 'hak', 'donk', 'protes', 'pilih', 'kalo', 'otak', 'marah', 'udah', 'milih', 'hasil', 'untung', 'pilih']",-1
"['kalo', 'mahfud', 'orang', 'lagi', 'masuk', 'kabinet']",0
"['maung', 'garuda', 'kendara', 'dinas', 'menteri', 'kabinet', 'merah', 'putih']",0
"['bayang', 'kabinet', 'merah', 'putih', 'angle', 'kiri']",-1
"['iyaa', 'bangg', 'setujuuu', 'prabowo', 'ngebantu', 'emg', 'krna', 'pnya', 'parpol', 'bang', 'trus', 'gt', 'nyapres', 'gt', 'kalo', 'bantu', 'ha', 'bantu', 'kann', 'ngata', 'in', 'org', 'logis', 'dahh', 'gituan', 'anggap', 'penghianat', 'penghianat', 'kalo', 'kalah', 'trus', 'masuk', 'kabinet']",0
"['akmil', 'saksi', 'kabinet', 'kompak']",1
"['gelintir', 'berlian', 'sampah', 'kabinet', 'gembrot']",-1
"['uang', 'konsolidasi', 'kabinet', 'merah', 'putih', 'magelang', 'pulang', 'traktir', 'presiden', 'sempatsempatnya', 'mampir', 'blusukan', 'pasar', 'gotong', 'royong', 'rongrong', 'popularitas', 'presiden', 'usaha', 'mengupgrade', 'isi', 'kepala']",-1
"['guna', 'pantes', 'pulang', 'duluan', 'acara', 'rapat', 'kabinet', 'iki', 'waprese', 'sopo', 'to', 'jane', 'ki', 'ancokkk']",-1
"['mikirny', 'prabowo', 'bkin', 'kabinet', 'gemuk', 'biar', 'bsa', 'tampung', 'smua', 'rawan', 'pilpres', 'prabowo', 'pikir', 'kue', 'bumn', 'ehhh', 'tau', 'sma', 'gma', 'bumn', 'maju', 'isi', 'ama', 'politikus', 'simpatisan', 'pilpres']",0
"['ombudsman', 'koordinasi', 'menteri', 'lembaga', 'kait', 'pisah', 'menteri', 'kabinet', 'merah', 'putih']",0
"['presiden', 'prabowo', 'subianto', 'terima', 'surat', 'percaya', 'duta', 'kuasa', 'penuh', 'lbbp', 'negaranegara', 'sahabat', 'istana', 'merdeka', 'jakarta', 'senin', 'serah', 'surat', 'percaya', 'tanda', 'tugas', 'resmi', 'duta']",0
"['istana', 'dana', 'retreat', 'kabinet', 'merah', 'putih', 'magelang', 'kantong', 'prabowo', 'lengkap', 'gtgtgt']",0
"['rem', 'perjusa', 'smp', 'gembleng', 'kabinet', 'era', 'prabs']",-1
"['cengkraman', 'jokowi', 'kabinet', 'prabowo', 'daya', 'usung', 'tema', 'lanjut', 'postur', 'kabinet', 'merah', 'putih', 'prabowo', 'lepas', 'bayangbayang', 'joko', 'widodo', 'vini', 'najwa', 'shihab', 'padang', 'asupan', 'banda', 'neira']",-1
"['prabowo', 'serius', 'bikin', 'kabinet', 'solid', 'apbn']",1
"['stabilitas', 'harga', 'pangan', 'jaga', 'kerja', 'kabinet', 'mantap']",1
